FTR_CDE,FTR_IDN,CNT_NUM,SYS_CHK,STD_HOL,STD_VEL,PIP_LBL,IST_YMD,MOP_CDE,STD_DIP,BYC_LEN,JHT_CDE,LOW_DEP,HGH_DEP,AVG_DEP,IQT_CDE,HJD_CDE,BJD_CDE,SHT_NUM,MNG_CDE,SAA_CDE,MOD_CDE,A_MOD_CDE,B_MOD_CDE,SHAPE_LEN
SA001,27435,,1,0.00,0.00,1997/DCIP/Ø150/L38.3/D0.6,19971211,MOP001,150.0,38.29,JHT002,0.6,0.6,0.6,IQT001,5011051000,5011010100,336071165,6500000,SAA004,,,,38.29266802670
SA001,701478,WT2020080179,1,0.00,0.00,1900/DCIP/Ø80/L6.1/D0.9,19000101,MOP001,80.0,6.12,JHT002,0.80000001,0.89999998,0.89999998,IQT001,5011051000,5011010100,336071175,6500000,SAA004,,,,6.11520275052
SA001,701482,WT2020080179,1,0.00,0.00,1997/DCIP/Ø80/L1.7/D0.7,19970101,MOP001,80.0,1.68,JHT002,0.69999999,0.69999999,0.69999999,IQT001,5011051000,5011010100,336071175,6500000,SAA004,,,,1.67771219341
SA001,701496,WT2020080179,1,0.00,0.00,1999/DCIP/Ø100/L0.3/D1.1,19990101,MOP001,100.0,0.32,JHT002,1.10000002,1.10000002,1.10000002,IQT001,5011051000,5011010100,336071175,6500000,SAA004,,,,0.32328080673
SA001,701559,WT2020080179,1,0.00,0.00,1997/DCIP/Ø80/L0.2/D0.8,19970101,MOP001,80.0,0.22,JHT002,0.80000001,0.80000001,0.80000001,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,0.22409841588
SA001,701921,WT2020080179,1,0.00,0.00,1998/HI-3P/Ø80/L37.4/D,19980520,MOP032,80.0,37.44,JHT904,0.0,0.0,0.0,IQT002,5011051000,5011010100,336071175,6500000,SAA004,,,,37.44276860010
SA001,702087,WT2020080179,1,0.00,0.00,1900/DCIP/Ø80/L41.0/D,19000101,MOP001,80.0,41.0,JHT002,0.0,0.0,0.0,IQT904,5011051000,5011010100,336071175,6500000,SAA004,,,,41.00075221720
SA001,702172,WT2020080179,,0.00,0.00,1900/DCIP/Ø200/L41.5/D,19000101,MOP001,200.0,41.46,JHT002,0.0,0.0,0.0,IQT904,5011051000,5011010100,336071175,6500000,SAA004,,,,41.46010197080
SA001,702853,0,1,0.00,0.00,1900/DCIP/Ø80/L40.0/D0.6,19000101,MOP001,80.0,40.01,JHT002,0.0,0.0,0.60000002,IQT001,5011059000,5011010700,336071165,6500000,SAA004,,,,40.01297692220
SA001,304314,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø80/L48.1/D,20030101,MOP032,80.0,48.11,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,48.10972945770
SA001,304385,WT2021080329,1,0.00,0.00,1997/DCIP/Ø100/L50.7/D,19970101,MOP001,100.0,50.66,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071175,6500000,SAA908,,,,50.66355975730
SA001,304391,WT2021080329,1,0.00,0.00,2012/HI-3P/Ø80/L65.9/D,20120101,MOP032,80.0,65.92,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,65.92083789670
SA001,304400,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L10.5/D,19970101,MOP001,80.0,10.46,JHT002,0.0,0.0,0.0,IQT904,5011059000,5011010700,336071165,6500000,SAA908,,,,10.46136318170
SA001,304417,WT2021080329,1,0.00,0.00,1900/DCIP/Ø80/L54.9/D,19000101,MOP001,80.0,54.94,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071164,6500000,SAA908,,,,54.94151933330
SA001,304439,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L54.9/D0.7,19970101,MOP001,80.0,54.94,JHT002,0.60000002,0.80000001,0.69999999,IQT001,5011056000,5011010600,336071165,6500000,SAA004,,,,54.93514840260
SA001,304440,WT2021080329,1,0.00,0.00,1988/SP/Ø50/L6.0/D,19880101,MOP002,50.0,6.04,JHT903,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071165,6500000,SAA908,,,,6.04115994905
SA001,304443,WT2021080329,1,0.00,0.00,1900/DCIP/Ø80/L17.6/D,19000101,MOP001,80.0,17.55,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071164,6500000,SAA908,,,,17.54578524250
SA001,304446,WT2021080329,1,0.00,0.00,1997/DCIP/Ø100/L0.9/D0.9,19970101,MOP001,100.0,0.85,JHT002,0.89999998,0.89999998,0.89999998,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,0.85036756759
SA001,304450,WT2021080329,1,0.00,0.00,1900/DCIP/Ø150/L27.8/D,19000101,MOP001,150.0,27.8,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071174,6500000,SAA908,,,,27.80311050820
SA001,304455,WT2021080329,1,0.00,0.00,1900/DCIP/Ø80/L46.3/D,19000101,MOP001,80.0,46.33,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071175,6500000,SAA908,,,,46.33161782570
SA001,304456,WT2021080329,1,0.00,0.00,1900/DCIP/Ø80/L15.7/D,19000101,MOP001,80.0,15.66,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071175,6500000,SAA908,,,,15.66416882860
SA001,304461,WT2021080329,1,0.00,0.00,1991/DCIP/Ø100/L94.7/D,19910101,MOP001,100.0,94.66,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071164,6500000,SAA908,,,,94.66046306470
SA001,304516,WT2021080329,1,0.00,0.00,2012/HI-3P/Ø80/L2.1/D,20120101,MOP032,80.0,2.07,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,2.06839052292
SA001,304530,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L1.8/D,20020101,MOP032,50.0,1.79,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071174,6500000,SAA908,,,,1.78779256627
SA001,304600,WT2021080329,1,0.00,0.00,2001/HI-3P/Ø50/L67.4/D,20010101,MOP032,50.0,67.39,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071175,6500000,SAA908,,,,67.39272079080
SA001,304642,WT2021080329,1,0.00,0.00,1995/HI-3P/Ø50/L5.4/D,19950101,MOP032,50.0,5.36,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,5.36060942798
SA001,304646,WT2021080329,1,0.00,0.00,1900/HI-3P/Ø50/L39.4/D,19000101,MOP032,50.0,39.41,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071174,6500000,SAA908,,,,39.40915593220
SA001,304650,WT2021080329,1,0.00,0.00,2010/HI-3P/Ø50/L49.0/D,20100101,MOP032,50.0,48.97,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,48.96762139450
SA001,304656,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L67.4/D,20020101,MOP032,50.0,67.43,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071175,6500000,SAA908,,,,67.43339707710
SA001,304674,WT2021080329,1,0.00,0.00,2012/HI-3P/Ø80/L1.1/D1.0,20120101,MOP032,80.0,1.09,JHT904,1.0,1.0,1.0,IQT001,5011056000,5011010600,336071165,6500000,SAA004,,,,1.09112510740
SA001,304696,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L98.4/D,20020101,MOP032,50.0,98.42,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071174,6500000,SAA908,,,,98.42256632190
SA001,304701,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L4.6/D,20020101,MOP032,50.0,4.55,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,4.54551497039
SA001,304715,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L9.3/D,20020101,MOP032,50.0,9.26,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,9.26290547015
SA001,304718,WT2021080329,1,0.00,0.00,1994/PFP/Ø50/L109.0/D,19940101,MOP921,50.0,108.98,JHT092,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,108.97844328200
SA001,304719,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø80/L0.6/D,20020101,MOP032,80.0,0.56,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,0.55768353929
SA001,304720,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L75.4/D,20020101,MOP032,50.0,75.37,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,75.37241133350
SA001,304736,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L78.6/D,20020101,MOP032,50.0,78.63,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,78.62716523040
SA001,304769,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø80/L52.3/D,20030101,MOP032,80.0,52.25,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071174,6500000,SAA908,,,,52.25024462870
SA001,304771,WT2021080329,1,0.00,0.00,2012/HI-3P/Ø80/L6.3/D,20120101,MOP032,80.0,6.28,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,6.27743105284
SA001,304787,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø80/L17.6/D,20030101,MOP032,80.0,17.6,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,17.59911136650
SA001,304793,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø80/L18.4/D,20030101,MOP032,80.0,18.37,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,18.36566546110
SA001,304797,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø80/L120.2/D,20030101,MOP032,80.0,120.21,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071174,6500000,SAA908,,,,120.20891457300
SA001,304822,WT2021080329,1,0.00,0.00,1998/HI-3P/Ø50/L122.8/D,19980101,MOP032,50.0,122.8,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,122.79945920200
SA001,304826,WT2021080329,1,0.00,0.00,1997/DCIP/Ø100/L0.3/D0.8,19970101,MOP001,100.0,0.26,JHT002,0.80000001,0.80000001,0.80000001,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,0.25827891900
SA001,304880,WT2021080329,1,0.00,0.00,1900/DCIP/Ø125/L15.6/D1.0,19000101,MOP001,125.0,15.56,JHT002,1.0,1.10000002,1.02999997,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,15.55651196170
SA001,304895,WT2021080329,1,0.00,0.00,1900/DCIP/Ø200/L73.1/D0.9,19000101,MOP001,200.0,73.12,JHT002,0.80000001,1.0,0.93000001,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,73.11553770320
SA001,304898,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L0.5/D0.7,19970101,MOP001,80.0,0.45,JHT002,0.69999999,0.69999999,0.69999999,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,0.44597085107
SA001,304900,WT2021080329,1,0.00,0.00,1997/DCIP/Ø100/L0.3/D0.8,19970101,MOP001,100.0,0.33,JHT002,0.80000001,0.80000001,0.80000001,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,0.32557329436
SA001,304909,WT2021080329,1,0.00,0.00,1997/DCIP/Ø150/L5.6/D0.4,19970101,MOP001,150.0,5.64,JHT002,0.40000001,0.40000001,0.40000001,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,5.64361036926
SA001,304915,WT2021080329,1,0.00,0.00,1900/DCIP/Ø200/L6.6/D0.6,19000101,MOP001,200.0,6.59,JHT002,0.5,0.69999999,0.60000002,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,6.58782156710
SA001,304919,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L16.5/D0.6,19970101,MOP001,80.0,16.48,JHT002,0.5,0.60000002,0.55000001,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,16.48256321090
SA001,304921,WT2021080329,1,0.00,0.00,1993/DCIP/Ø150/L126.2/D1.0,19930101,MOP001,150.0,126.2,JHT002,0.60000002,1.29999995,0.98000002,IQT001,5011056000,5011010600,336071165,6500000,SAA004,,,,126.19988847800
SA001,304934,WT2021080329,1,0.00,0.00,1900/SP/Ø50/L21.0/D0.7,19000101,MOP002,50.0,20.97,JHT903,0.69999999,0.80000001,0.73000002,IQT001,5011056000,5011010600,336071164,6500000,SAA004,,,,20.96642760500
SA001,304935,WT2021080329,1,0.00,0.00,1900/SP/Ø50/L17.8/D0.7,19000101,MOP002,50.0,17.78,JHT903,0.69999999,0.69999999,0.69999999,IQT001,5011056000,5011010600,336071164,6500000,SAA004,,,,17.78377081050
SA001,304939,WT2021080329,1,0.00,0.00,1991/DCIP/Ø100/L0.3/D0.6,19910101,MOP001,100.0,0.29,JHT002,0.60000002,0.60000002,0.60000002,IQT001,5011056000,5011010600,336071164,6500000,SAA004,,,,0.29271487834
SA001,304965,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L30.3/D1.3,19970101,MOP001,80.0,30.28,JHT002,1.10000002,1.39999998,1.29999995,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,30.27928802600
SA001,304969,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L27.7/D1.2,19970101,MOP001,80.0,27.7,JHT002,0.89999998,1.29999995,1.17999995,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,27.69916502620
SA001,304978,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L23.2/D0.9,19970101,MOP001,80.0,23.15,JHT002,0.89999998,0.89999998,0.89999998,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,23.15487938970
SA001,304986,WT2021080329,1,0.00,0.00,1994/DCIP/Ø150/L0.4/D1.3,19940101,MOP001,150.0,0.38,JHT002,1.29999995,1.29999995,1.29999995,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,0.38325578926
SA001,304989,WT2021080329,1,0.00,0.00,1994/DCIP/Ø150/L4.1/D1.3,19940101,MOP001,150.0,4.12,JHT002,1.29999995,1.29999995,1.29999995,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,4.11947626346
SA001,304993,WT2021080329,1,0.00,0.00,1900/DCIP/Ø400/L1.1/D,19000101,MOP001,400.0,1.14,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071174,6500000,SAA908,,,,1.14156386155
SA001,304995,WT2021080329,1,0.00,0.00,1992/DCIP/Ø400/L6.1/D1.3,19920101,MOP001,400.0,6.13,JHT002,1.29999995,1.29999995,1.29999995,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,6.12658746775
SA001,11028,,1,0.00,0.00,1997/DCIP/Ø80/L48.4/D0.4,19971211,MOP001,80.0,48.36,JHT002,0.0,0.0,0.4,IQT001,5011059000,5011010700,336071165,6500000,SAA004,,,,48.36012757610
SA001,30953,0,1,0.00,0.00,1900/DCIP/Ø80/L10.5/D0.6,19000101,MOP001,80.0,10.46,JHT002,0.0,0.0,0.6,IQT001,5011059000,5011010700,336071165,6500000,SAA004,,,,10.45639423100
SA001,701457,WT2020080179,1,0.00,0.00,1997/DCIP/Ø200/L1.5/D0.9,19971211,MOP001,200.0,1.49,JHT002,0.89999998,0.89999998,0.89999998,IQT001,5011051000,5011010100,336071175,6500000,SAA004,,,,1.49442291538
SA001,701461,WT2020080179,1,0.00,0.00,1997/DCIP/Ø200/L0.5/D0.9,19971211,MOP001,200.0,0.48,JHT002,0.89999998,0.89999998,0.89999998,IQT001,5011051000,5011010100,336071175,6500000,SAA004,,,,0.47576549896
SA001,701487,WT2020080179,1,0.00,0.00,1999/DCIP/Ø100/L5.0/D1.0,19990101,MOP001,100.0,4.98,JHT002,0.89999998,1.0,1.0,IQT001,5011051000,5011010100,336071175,6500000,SAA004,,,,4.98245714908
SA001,701505,WT2020080179,1,0.00,0.00,1983/DCIP/Ø150/L0.3/D0.9,19830101,MOP001,150.0,0.34,JHT002,0.89999998,0.89999998,0.89999998,IQT001,5011051000,5011010100,336071175,6500000,SAA004,,,,0.33603162054
SA001,701506,WT2020080179,1,0.00,0.00,1900/DCIP/Ø200/L64.5/D1.1,19000101,MOP001,200.0,64.48,JHT002,0.89999998,1.29999995,1.10000002,IQT001,5011051000,5011010100,336071175,6500000,SAA004,,,,64.48053691950
SA001,701923,WT2020080179,1,0.00,0.00,1998/HI-3P/Ø80/L0.9/D,19980520,MOP032,80.0,0.94,JHT904,0.0,0.0,0.0,IQT002,5011051000,5011010100,336071175,6500000,SAA004,,,,0.94488685566
SA001,304306,WT2021080329,1,0.00,0.00,1900/DCIP/Ø125/L5.2/D1.0,19000101,MOP001,125.0,5.18,JHT002,1.0,1.0,1.0,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,5.17679269407
SA001,304309,WT2021080329,1,0.00,0.00,1998/HI-3P/Ø50/L5.3/D,19980101,MOP032,50.0,5.31,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,5.30649195326
SA001,304310,WT2021080329,1,0.00,0.00,1998/HI-3P/Ø50/L22.4/D,19980101,MOP032,50.0,22.36,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,22.35501835490
SA001,304318,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L0.4/D0.8,19970101,MOP001,80.0,0.39,JHT002,0.80000001,0.80000001,0.80000001,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,0.39031397618
SA001,304336,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L40.7/D0.6,19970101,MOP001,80.0,40.69,JHT002,0.5,0.60000002,0.57999998,IQT001,5011051000,5011010100,336071175,6500000,SAA004,,,,40.69156797220
SA001,304350,WT2021080329,1,0.00,0.00,1900/DCIP/Ø80/L0.4/D0.8,19000101,MOP001,80.0,0.37,JHT002,0.80000001,0.80000001,0.80000001,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,0.37048751666
SA001,304352,WT2021080329,1,0.00,0.00,1900/DCIP/Ø80/L61.6/D0.6,19000101,MOP001,80.0,61.58,JHT002,0.60000002,0.80000001,0.63999999,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,61.58112116680
SA001,304358,WT2021080329,1,0.00,0.00,1997/PE/Ø300/L1571.7/D,19970101,MOP028,300.0,1571.67,JHT910,0.0,0.0,0.0,IQT004,5011057000,5011010800,336071166,6500000,SAA003,,,,1571.74503604000
SA001,304366,WT2021080329,1,0.00,0.00,1993/DCIP/Ø150/L0.6/D0.8,1993001,MOP001,150.0,0.58,JHT002,0.80000001,0.80000001,0.80000001,IQT001,5011056000,5011010600,336071165,6500000,SAA004,,,,0.58020168907
SA001,304382,WT2021080329,1,0.00,0.00,1900/DCIP/Ø200/L0.6/D0.6,19000101,MOP001,200.0,0.61,JHT002,0.60000002,0.60000002,0.60000002,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,0.61052190788
SA001,304418,WT2021080329,1,0.00,0.00,1900/DCIP/Ø80/L5.0/D,19000101,MOP001,80.0,4.95,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071164,6500000,SAA908,,,,4.95260792714
SA001,304437,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L34.4/D0.6,19970101,MOP001,80.0,34.35,JHT002,0.60000002,0.69999999,0.63999999,IQT001,5011056000,5011010600,336071165,6500000,SAA004,,,,34.35469615130
SA001,304442,WT2021080329,1,0.00,0.00,1988/DCIP/Ø80/L7.6/D,19880101,MOP001,80.0,7.61,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071165,6500000,SAA908,,,,7.60856675202
SA001,304444,WT2021080329,1,0.00,0.00,1997/DCIP/Ø100/L3.4/D,19970101,MOP001,100.0,3.38,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071175,6500000,SAA908,,,,3.38139416749
SA001,304463,WT2021080329,1,0.00,0.00,1900/CIP/Ø100/L34.2/D,19000101,MOP010,100.0,34.22,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071174,6500000,SAA908,,,,34.22460144110
SA001,304476,WT2021080329,1,0.00,0.00,1900/SP/Ø50/L36.2/D,19000101,MOP002,50.0,36.21,JHT903,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071165,6500000,SAA908,,,,36.21026211670
SA001,304496,WT2021080329,1,0.00,0.00,1999/HI-3P/Ø80/L7.0/D,19990101,MOP032,80.0,7.01,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,7.00930002568
SA001,304515,WT2021080329,1,0.00,0.00,1999/HI-3P/Ø50/L4.6/D,19990101,MOP032,50.0,4.64,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,4.63583530553
SA001,304520,WT2021080329,1,0.00,0.00,2010/HI-3P/Ø50/L37.7/D,20100101,MOP032,50.0,37.68,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071174,6500000,SAA908,,,,37.67663076340
SA001,304643,WT2021080329,1,0.00,0.00,1995/HI-3P/Ø50/L55.8/D,19950101,MOP032,50.0,55.78,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,55.78369866260
SA001,304648,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø80/L15.4/D,20030101,MOP032,80.0,15.39,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071174,6500000,SAA908,,,,15.38733196660
SA001,304653,WT2021080329,1,0.00,0.00,2010/HI-3P/Ø50/L46.2/D,20100101,MOP032,50.0,46.21,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071174,6500000,SAA908,,,,46.20564944360
SA001,304658,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø80/L0.4/D0.8,20020101,MOP032,80.0,0.37,JHT904,0.80000001,0.80000001,0.80000001,IQT001,5011056000,5011010600,336071165,6500000,SAA004,,,,0.37308578102
SA001,304678,WT2021080329,1,0.00,0.00,1998/HI-3P/Ø80/L0.3/D,19980101,MOP032,80.0,0.31,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,0.31190078551
SA001,304692,WT2021080329,1,0.00,0.00,1997/HI-3P/Ø50/L4.3/D0.7,19970101,MOP032,50.0,4.26,JHT904,0.69999999,0.69999999,0.69999999,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,4.25705194688
SA001,304711,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø50/L6.3/D,20030101,MOP032,50.0,6.33,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,6.33335660272
SA001,304722,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L5.0/D,20020101,MOP032,50.0,5.03,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,5.03217902007
SA001,304730,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø80/L42.5/D,20020101,MOP032,80.0,42.48,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,42.47970184070
SA001,304733,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø80/L13.3/D,20020101,MOP032,80.0,13.32,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,13.31706108350
SA001,304734,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø80/L31.2/D,20020101,MOP032,80.0,31.24,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,31.24273049280
SA001,304744,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L58.7/D,20020101,MOP032,50.0,58.67,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,58.67447412620
SA001,304747,WT2021080329,1,0.00,0.00,1998/HI-3P/Ø80/L101.4/D,19980101,MOP032,80.0,101.38,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,101.38477879400
SA001,304773,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø80/L0.3/D,20030101,MOP032,80.0,0.32,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,0.32389487492
SA001,304788,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø80/L31.4/D,20030101,MOP032,80.0,31.37,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,31.37274990700
SA001,304800,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø50/L116.4/D,20030101,MOP032,50.0,116.36,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,116.35908527800
SA001,304814,WT2021080329,1,0.00,0.00,1900/HI-3P/Ø50/L11.9/D,19000101,MOP032,50.0,11.87,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,11.87174781150
SA001,304818,WT2021080329,1,0.00,0.00,1997/HI-3P/Ø80/L62.6/D,19970101,MOP032,80.0,62.63,JHT904,0.0,0.0,0.0,IQT004,5011051000,5011010100,336071165,6500000,SAA908,,,,62.63138295590
SA001,304819,WT2021080329,1,0.00,0.00,1999/HI-3P/Ø50/L99.4/D,19990101,MOP032,50.0,99.43,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,99.42515751800
SA001,304821,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L111.5/D,20020101,MOP032,50.0,111.48,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,111.47514508100
SA001,304829,WT2021080329,1,0.00,0.00,1900/SP/Ø50/L100.6/D0.6,19000101,MOP002,50.0,100.59,JHT903,0.40000001,0.80000001,0.60000002,IQT001,5011056000,5011010600,336071164,6500000,SAA004,,,,100.58504097900
SA001,304872,WT2021080329,1,0.00,0.00,1900/DCIP/Ø80/L1.8/D0.6,19000101,MOP001,80.0,1.81,JHT002,0.60000002,0.60000002,0.60000002,IQT001,5011056000,5011010600,336071164,6500000,SAA004,,,,1.80935803429
SA001,304881,WT2021080329,1,0.00,0.00,1900/DCIP/Ø125/L1.7/D1.2,19000101,MOP001,125.0,1.67,JHT002,1.10000002,1.20000005,1.14999998,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,1.67107749671
SA001,304908,WT2021080329,1,0.00,0.00,1997/DCIP/Ø150/L0.6/D0.8,19970101,MOP001,150.0,0.55,JHT002,0.80000001,0.80000001,0.80000001,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,0.55203260773
SA001,304911,WT2021080329,1,0.00,0.00,1997/DCIP/Ø100/L16.5/D0.8,19970101,MOP001,100.0,16.53,JHT002,0.69999999,0.80000001,0.76999998,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,16.53441110020
SA001,304913,WT2021080329,1,0.00,0.00,1997/DCIP/Ø100/L35.2/D0.8,19970101,MOP001,100.0,35.19,JHT002,0.69999999,1.10000002,0.82999998,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,35.18914451610
