FTR_IDN,ORIG_FTR_IDN,SUB_IDN,SEGMENT_LENGTH,IS_SEMICIRCULAR,CNT_JNT
110993_7,110993,7,1.84876764701841,False,4
110993_8,110993,8,2.337661551110709,False,3
110993_9,110993,9,3.644567436590775,False,3
110993_10,110993,10,4.922266305143097,False,4
110993_11,110993,11,1.5962107680888111,False,3
110993_12,110993,12,1.6324944009781392,False,3
110993_13,110993,13,2.7742171386374364,False,4
110993_14,110993,14,0.8508619194544513,False,4
110993_15,110993,15,1.822815033680554,False,4
110993_16,110993,16,8.40796449244438,False,4
110993_17,110993,17,7.940327540294922e-05,False,2
110993_18,110993,18,1.4987841635353314,False,4
72312_1,72312,1,1.720523135539902,False,4
72312_2,72312,2,7.394865163798513,False,3
72312_3,72312,3,1.8964154980837526,False,2
72312_4,72312,4,1.2166501968063739,False,3
72312_5,72312,5,1.4282770053099987,False,3
72312_6,72312,6,4.2140922790137525,False,2
72312_7,72312,7,0.5668361325680614,False,2
316639_1,316639,1,4.026801947113648,False,2
316639_2,316639,2,1.499634606160855,False,2
316639_3,316639,3,1.0217852627493906,False,2
143129_1,143129,1,1.4997487392437838,False,3
143129_2,143129,2,6.334155432056758,False,3
143129_3,143129,3,7.259054380686621,False,4
143129_4,143129,4,5.587324887217935,False,4
143129_5,143129,5,2.4961439741387315,False,3
143129_6,143129,6,7.248136620432408,False,2
143129_7,143129,7,3.0296156199785784,False,2
143129_8,143129,8,6.335165469090426,False,3
143129_9,143129,9,4.835685068064978,False,3
143129_10,143129,10,7.400980694458399,False,3
143129_11,143129,11,6.055176993006155,False,3
143129_12,143129,12,14.172449754866845,False,2
143129_13,143129,13,9.54526194857934,False,3
143129_14,143129,14,11.189748636967765,False,3
143129_15,143129,15,1.8994819741044442,False,2
143129_16,143129,16,1.4995236704239518,False,3
37854_1,37854,1,8.033620985420704,False,3
37854_2,37854,2,4.995559915499666,False,3
37854_3,37854,3,1.3445978401548184,False,3
37990_1,37990,1,2.4874800612185473,False,4
37990_2,37990,2,7.218595937120336,False,4
37990_3,37990,3,7.177280111625735,False,3
211249_1,211249,1,11.526650158198896,False,3
211249_2,211249,2,3.7319265827258796,False,3
211249_3,211249,3,9.021398530994121,False,3
245222_1,245222,1,6.101161374687349,False,3
245222_2,245222,2,9.650197385372023,False,3
245222_3,245222,3,0.3009203933967672,False,3
142926_1,142926,1,7.8448669132954825,False,2
142926_2,142926,2,6.928212406400715,False,2
142926_3,142926,3,1.224619822660263,False,2
37847_1,37847,1,1.773521444287071,False,3
37847_2,37847,2,5.015986138181434,False,2
316656_1,316656,1,1.294047653694723,False,3
316656_2,316656,2,2.001428665309954,False,2
316656_3,316656,3,2.5132614719744284,False,2
245426_1,245426,1,4.024995731547468,False,4
245426_2,245426,2,17.68374359329384,False,3
177329_1,177329,1,2.355074602772805,False,3
177329_2,177329,2,1.970505843657966,False,2
177329_3,177329,3,2.460216478936262,False,3
177329_4,177329,4,1.704861547502794,False,3
177329_5,177329,5,2.1802361228290854,False,2
3905_1,3905,1,7.74252167983772,False,4
3905_2,3905,2,5.112719416868821,False,4
