DATA_SOURCE,FTR_CDE,FTR_IDN,HJD_CDE,SHT_NUM,MNG_CDE,MOP_CDE,STD_DIP,BYC_LEN,JHT_CDE,LOW_DEP,HGH_DEP,CNT_NUM,SYS_CHK,PIP_LBL,IQT_CDE,GIS_IDN,FTC_CDE,CLS_YMD,MET_IDN,GU_CDE,SMZ_NUM,MDZ_NUM,LGZ_NUM,AVG_DEP,WTP_CDE,PIP_TYPE,IST_YMD,FNS_YMD,BEG_YMD,DAYS_SINCE_BEG,YEARS_SINCE_BEG,design_pressure,thickness,K_material,fatigue_limit,K_diameter,K_age,K_soil,K_traffic,K_vibration,hoop_stress,K_stress,K_repair,K_total,0470_low_total_cycles,0470_high_total_cycles,0470_low_fatigue_damage,0470_high_fatigue_damage,0470_D_base,0470_D_final,0470_remaining_life_years,0480_low_total_cycles,0480_high_total_cycles,0480_low_fatigue_damage,0480_high_fatigue_damage,0480_D_base,0480_D_final,0480_remaining_life_years,0490_low_total_cycles,0490_high_total_cycles,0490_low_fatigue_damage,0490_high_fatigue_damage,0490_D_base,0490_D_final,0490_remaining_life_years,0520_low_total_cycles,0520_high_total_cycles,0520_low_fatigue_damage,0520_high_fatigue_damage,0520_D_base,0520_D_final,0520_remaining_life_years
PIPE_LM,SA001,310731,2723063100,35803045,54000,4,200,11.24,,0,0,20119006912.0,1,200-DTC-04,IQT903,310731,SA005,,,B,240,520,P0,1.2,SS00201,DTC,2004-12-01,2004-12-01,2004-12-01,7582.0,20.758384668035593,1.0,6.3,1.0,1000000,1.0346573590279973,1.4151676933607118,1.0,1.0,1.05,15.873015873015872,3.9746031746031742,0.0,6.110651708597699,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0316070404301361,30.63852060778637,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0300708225905947,32.254826900304735,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0301050422401628,32.21702696918689,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.025463391202312,38.27206679011401
PIPE_LM,SA001,210307,2723061000,35803045,54000,12,300,14.0,,0,0,20119006912.0,1,300-ST-89,IQT903,210307,SA005,,,B,240,520,P0,1.2,SS00201,ST,1989-01-01,1989-01-01,1989-01-01,13395.0,36.6735112936345,2.0,7.0,0.9,1000000,1.0549306144334054,1.73347022587269,1.0,1.0,1.05,42.857142857142854,5.085714285714285,0.0,8.788688035175968,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0454590494275459,20.997820293049273,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0432495732555026,22.121615422477465,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0432987899084996,22.095333659745005,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.03662290247698,26.305318048687376
PIPE_LM,SA001,310736,2723063100,35803045,54000,4,150,2.4,,0,0,20119006912.0,1,150-DTC-04,IQT903,310736,SA005,,,B,243,520,P0,1.1,SS00201,DTC,2004-12-01,2004-12-01,2004-12-01,7582.0,20.758384668035593,1.0,6.0,1.0,1000000,1.020273255405408,1.4151676933607118,1.0,1.0,1.05,12.5,3.3000000000000003,0.0,5.002967101843197,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0258775971859288,37.643464183133595,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0246198512565254,39.617629634742464,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0246478678722957,39.571460589660184,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.0208476140617356,46.967119740355734
PIPE_LM,SA001,310737,2723063100,35803045,54000,4,150,2.4,,0,0,20119006912.0,1,150-DTC-04,IQT903,310737,SA005,,,B,243,520,P0,1.1,SS00201,DTC,2004-12-01,2004-12-01,2004-12-01,7582.0,20.758384668035593,1.0,6.0,1.0,1000000,1.020273255405408,1.4151676933607118,1.0,1.0,1.05,12.5,3.3000000000000003,0.0,5.002967101843197,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0258775971859288,37.643464183133595,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0246198512565254,39.617629634742464,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0246478678722957,39.571460589660184,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.0208476140617356,46.967119740355734
PIPE_LM,SA001,36299,2723061000,35803045,54000,4,400,4.0,,0,0,20119006912.0,1,400-DTC-01,IQT903,36299,SA004,,,B,240,520,P0,1.2,SS00201,DTC,2001-01-01,2001-01-01,2001-01-01,9012.0,24.673511293634498,1.0,8.6,1.0,1000000,1.0693147180559943,1.49347022587269,1.0,1.0,1.05,23.255813953488374,5.451162790697675,0.0,9.140723334074972,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.047279934409336,20.150621558445646,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0449819565631496,21.2311361355772,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0450331446138204,21.205866558408285,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.0380898511692571,25.253712453649985
PIPE_LM,SA001,310733,2723063100,35803045,54000,4,400,35.0,,0,0,20119006912.0,1,400-DTC-01,IQT903,310733,SA004,,,B,240,520,P0,1.2,SS00201,DTC,2001-01-01,2001-01-01,2001-01-01,9012.0,24.673511293634498,1.0,8.6,1.0,1000000,1.0693147180559943,1.49347022587269,1.0,1.0,1.05,23.255813953488374,5.451162790697675,0.0,9.140723334074972,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.047279934409336,20.150621558445646,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0449819565631496,21.2311361355772,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0450331446138204,21.205866558408285,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.0380898511692571,25.253712453649985
PIPE_LM,SA001,310734,2723061000,35803045,54000,4,400,34.0,,0,0,20119006912.0,1,400-DTC-01,IQT903,310734,SA004,,,B,240,520,P0,1.2,SS00201,DTC,2001-01-01,2001-01-01,2001-01-01,9012.0,24.673511293634498,1.0,8.6,1.0,1000000,1.0693147180559943,1.49347022587269,1.0,1.0,1.05,23.255813953488374,5.451162790697675,0.0,9.140723334074972,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.047279934409336,20.150621558445646,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0449819565631496,21.2311361355772,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0450331446138204,21.205866558408285,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.0380898511692571,25.253712453649985
PIPE_LM,SA001,209417,2723063100,35803035,54000,12,800,313.0,,0,0,20119006912.0,1,800-ST-89,IQT903,209417,SA003,,,B,240,520,P0,1.2,SS00201,ST,1989-01-01,1989-01-01,1989-01-01,13395.0,36.6735112936345,2.0,21.4,0.9,1000000,1.1039720770839918,1.73347022587269,1.0,1.0,1.05,37.38317757009346,4.538317757009346,0.0,8.20731655380336,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0424519345087201,22.55605254678292,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.040388615127094,23.759452554964355,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0404345760997953,23.731309103672334,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.0342002984455262,28.239510923940752
PIPE_LM,SA001,175753,2723061000,35803035,54000,12,700,171.0,,0,0,20119006912.0,1,700-ST-86,IQT903,175753,SA003,,,B,240,520,P0,1.2,SS00201,ST,1986-01-01,1986-01-01,1986-01-01,14491.0,39.67419575633128,2.0,19.8,0.9,1000000,1.0972955074527655,1.7934839151266255,1.0,1.0,1.05,35.35353535353535,4.335353535353535,0.0,8.062642702336177,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0417036162456987,22.97873589926721,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0396766678703314,24.203729387460942,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0397218186694645,24.175080937790316,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.0335974352727699,28.764176696263466
PIPE_LM,SA001,71253,2723061000,35803045,54000,12,400,73.0,,0,0,20119006912.0,1,400-ST-89,IQT903,71253,SA005,,,B,240,520,P0,1.2,SS00201,ST,1989-01-01,1989-01-01,1989-01-01,13395.0,36.6735112936345,2.0,12.7,0.9,1000000,1.0693147180559943,1.73347022587269,1.0,1.0,1.05,31.496062992125985,3.949606299212599,0.0,6.918429925588134,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0357852328686083,26.944487707308557,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0340459395853154,28.372078203161557,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0340846827928987,28.33869169550671,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.028829443421422,33.686760524032145
