cluster_id,repair_count,avg_lat,avg_lon,nearest_d_final,nearest_pipe,nearest_type,nearest_dist,max_d_final,max_d_pipe,avg_d_final,pipe_count,d_final_quartile
130,1,35.893374,128.5992472,0.0069770155596302,142063,SPLY_LS,7.605189740107397,0.0121732498950612,175863,0.007962725627120434,5,Q2
131,1,35.8963622,128.6108785,0.0071375513415128,37874,SPLY_LS,6.411250990056992,0.0082235330353927,143015,0.00704961785361227,6,Q1
132,1,35.897053,128.6060654,0.006953016741729,3867,SPLY_LS,7.991618437899772,0.0072435655370957,72403,0.007087955032617288,5,Q1
133,3,35.895344,128.6100321,0.0072880681994173,106458,SPLY_LS,7.632236919367613,0.096712976983588,142997,0.01657321674722408,7,Q4
134,2,35.8956355,128.6073607,0.0064871958399614,177280,SPLY_LS,10.879604946777786,0.0130382109657319,143035,0.008237252969334346,10,Q2
135,1,35.8929585,128.6094276,0.0104980605817356,212239,SPLY_LS,8.857296461988525,0.0204206292213957,72213,0.011174646354255937,5,Q3
136,1,35.8960729,128.6121391,0.0070170912555428,37859,SPLY_LS,5.752249145481764,0.0079995042193581,211329,0.00719029150322423,6,Q1
137,2,35.89471045,128.60908725000002,0.0068721663552075,143900,SPLY_LS,4.381943491383195,0.0166225307834266,245203,0.009606845509397622,6,Q3
138,2,35.8975146,128.6045759,0.0070960776562079,143361,SPLY_LS,6.689120946529779,0.0178972991594237,177622,0.008005686959525873,9,Q2
139,3,35.8948747,128.6014267,0.006920396989242,38087,SPLY_LS,4.893178600382336,0.0437590243191238,413297,0.012423967136197093,13,Q3
140,3,35.8965185,128.6077883,0.0073120670173185,143051,SPLY_LS,7.448500422373984,0.0124682733736618,37757,0.0077131022950814665,9,Q1
141,2,35.8938663,128.6102529,0.0075015674600096,143921,SPLY_LS,8.592600532798313,0.0075015674600096,143921,0.00703470614348308,3,Q1
142,1,35.8912764,128.5969392,0.0090673941482043,175895,SPLY_LS,6.083313220220448,0.0226922575400644,2835,0.011720483558342583,9,Q3
143,2,35.901451,128.6043367,0.1572096137773609,59818,PIPE_LM,15.429626487671072,0.1572096137773609,59818,0.1572096137773609,1,Q4
144,3,35.8968513,128.6079403,0.0073183579695839,245352,SPLY_LS,7.834342176831515,0.0127628932633723,142919,0.007983434323652576,5,Q2
145,1,35.8948146,128.609921,0.0055184466269953,73264,SPLY_LS,9.199269083748913,0.0162343340538362,3672,0.008613940500982088,8,Q2
146,2,35.895701200000005,128.60878885,0.006860283445373,72370,SPLY_LS,5.837301900564606,0.0129737896179194,439878,0.008428164917342855,8,Q2
147,1,35.890979,128.6032946,0.0070490120133337,143987,SPLY_LS,8.680370236980284,0.0072566134380905,406714,0.007067426123568268,9,Q1
148,2,35.8952327,128.6046783,0.0058670417497212,245452,SPLY_LS,9.418546372830946,0.00829163347163,211462,0.0072226450615750296,5,Q1
149,1,35.8943617,128.5993061,0.0070867577269259,243987,SPLY_LS,6.557049048836279,0.0777007467085252,210521,0.021788111267273858,7,Q4
150,1,35.8960952,128.6100066,0.0128859660722632,177221,PIPE_LM,7.021650116281242,0.0128859660722632,177221,0.008176380269672181,5,Q2
151,2,35.8932193,128.6093998,0.0069672296338841,178155,SPLY_LS,12.518902124489072,0.0204206292213957,72213,0.008851857803545603,9,Q2
152,2,35.8966337,128.6042461,0.0074064313012989,72230,SPLY_LS,10.269851522651399,0.0074292651280398,211448,0.007184691330306401,8,Q1
153,3,35.897518033333334,128.60666433333333,0.0067377263753145,245417,SPLY_LS,8.46468199155672,0.0072435655370957,177324,0.007035785182891353,8,Q1
154,2,35.89027725,128.60406135,0.0064455465923234,4800,SPLY_LS,4.864727823833232,0.0070441190504607,246364,0.006754003570932387,6,Q1
