지시번호,접수번호,공사일자,위치,유형,공사개요,계,도급액,관급자재,도로복구비,건강보험,연금보험,산재보험,고용보험,요양보험,퇴직공제,보험료 (원),"산업안전
보건관리비",관경,관종,부위,원인,누수량,중구역,소구역,살수량,계.1,사용료,물이용부담금,GIS 등록,비고,작업일시,위도,경도
917,20221105-0023,11-05,동구 백안동 59,지하공도,D=50mm 접합부 누수수선,"1,135,560 ","1,135,560 ",0 ,0 ,"14,990 ","19,300 ","18,160 ","4,950 ","1,830 ","9,860 ","3,370",0,50.0,스텐레스관,이형관,노후,"7,564.32",201.0,313,,0 ,0 ,0 ,등록,,2022-11-05,35.9503364,128.7032997
999,20221205-0031,12-05,동구 신암동 85-27,지상공도,D80mm 제수변 누수수선,"500,950 ","500,950 ",0 ,0 ,"7,330 ","9,430 ","8,870 ","2,420 ",890 ,"4,820 ","1,460",0,20.0,부분기대,부분기대,노후,0.63,209.0,1,0.0,0 ,0 ,0 ,등록,,2022-12-05,35.8884736,128.6320562
1016,20221215-0006,12-15,동구 신평동 597 경노당,지하공도,D50x13mm 분기점 누수수선,"1,763,410 ","1,763,410 ",0 ,0 ,"21,540 ","27,740 ","26,090 ","7,120 ","2,640 ","14,180 ","5,360",0,15.0,PFP관,이형관,노후,921.36,226.0,224-1,0.3,371 ,324 ,47 ,등록,폐아 0.6,2022-12-15,35.8781822,128.6839775
1042,20221226-0453,12-26,동구 불로동 1160,지하공도,D80mm 부단수 제수변 설치 및 이토변 설치,"7,303,700 ","4,436,700 ","2,867,000 ",0 ,"57,700 ","74,290 ","69,880 ","19,070 ","7,070 ","37,970 ","13,260",0,80.0,닥타일관,직관,노후,"95,904",204.0,76,0.6,742 ,648 ,94 ,등록,폐아 2.1톤,2022-12-26,35.9124352,128.6393368
1060,20221230-0471,12-30,동구 상매동 174,지상공도,D32mm 접합부누수 수선,"227,230 ","227,230 ",0 ,0 ,900 ,"1,170 ","1,100 ",300 ,110 ,590 ,790,0,32.0,스텐레스관,직관,접합부이완,2.64,230.0,201,0.0,0 ,0 ,0 ,등록,,2022-12-30,35.9039697,128.7132149
226,20230302-0002,03-02,동구 신천동 436-12,지하사유지,D13mm 계량기 보호통 교체,"656,610 ","574,710 ","81,900 ",0 ,"8,260 ","10,480 ","9,810 ","2,670 ","1,050 ","5,360 ","1,710",0,15.0,계량기보호통(실),접합부,노후,0,222.0,34,,0 ,0 ,0 ,미등록,,2023-03-02,35.8748772,128.6312879
227,20230302-0063,03-02,동구 불로동 408-3,지상사유지,D13mm 계량기 보호통 교체,"614,680 ","532,780 ","81,900 ",0 ,"7,030 ","8,930 ","8,350 ","2,280 ",900 ,"4,560 ","1,620",0,15.0,계량기보호통(실),접합부,노후,,204.0,76,0.0,0 ,0 ,0 ,미등록,,2023-03-02,35.911509,128.6401926
228,20230302-0095,03-02,동구 신암동 208-14,지하공도,D100*13mm 구분기점 누수수선,"1,327,670 ","1,327,670 ",0 ,0 ,"17,260 ","21,920 ","20,510 ","5,590 ","2,210 ","11,200 ","3,910",0,15.0,부분기대,부분기대,노후,629.52,217.0,18,0.3,402 ,354 ,48 ,미등록,폐아 0.6,2023-03-02,35.8794246,128.6221372
229,20230302-0096,03-02,동구 신암동 209-10,지하공도,D50*13mm 분기점 누수수선,"413,650 ","413,650 ",0 ,0 ,"6,500 ","8,250 ","7,720 ","2,100 ",830 ,"4,210 ","1,200",0,15.0,PFP관,이형관,노후,219.6,217.0,18,0.1,134 ,118 ,16 ,등록,,2023-03-02,35.8801238,128.6203205
230,20230302-0311,03-02,동구 효목동 41-5,지상사유지,D13mm 계량기 보호통 교체,"711,760 ","629,860 ","81,900 ",0 ,"9,170 ","11,650 ","10,900 ","2,970 ","1,170 ","5,950 ","1,850",0,15.0,계량기보호통(실),접합부,노후,,214.0,27,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2023-03-02,35.8842028,128.6435013
232,20230302-0331,03-02,동구 신천동 548-5,지하공도,D50*25mm 분기점 누수수선,"1,123,070 ","1,123,070 ",0 ,0 ,"14,140 ","17,950 ","16,800 ","4,580 ","1,810 ","9,170 ","3,340",0,25.0,PFP관,이형관,노후,556.32,216.0,15,0.2,268 ,236 ,32 ,등록,폐아 0.5,2023-03-02,35.8759494,128.6137926
234,20230302-0335,03-02,동구 신암동 176-8,지하사유지,D13mm 계량기 보호통 교체,"726,630 ","644,730 ","81,900 ",0 ,"9,170 ","11,650 ","10,900 ","2,970 ","1,170 ","5,950 ","1,910",0,15.0,계량기보호통(실),접합부,노후,0,217.0,17,,0 ,0 ,0 ,미등록,폐콘 0.1,2023-03-02,35.8805437,128.6152911
236,20230302-0337,03-02,동구 신암동 170-2,지하공도,D25*13mm 분기점 누수수선,"384,020 ","384,020 ",0 ,0 ,"3,350 ","4,250 ","3,980 ","1,080 ",420 ,"2,170 ","1,270",0,15.0,스텐레스관,이형관,노후,278.16,217.0,17,0.1,134 ,118 ,16 ,등록,,2023-03-02,35.8804666,128.6190175
237,20230302-0339,03-02,동구 방촌동 867-3,지하사유지,D13mm 계량기 보호통 교체,"796,650 ","714,750 ","81,900 ",0 ,"10,060 ","12,770 ","11,950 ","3,260 ","1,280 ","6,520 ","2,120",0,15.0,계량기보호통(실),접합부,노후,0,228.0,132,,0 ,0 ,0 ,미등록,폐콘 0.1,2023-03-02,35.8816834,128.6686213
238,20230302-0464,03-02,동구 신서동 455,지상공도,D150mm 직관부 누수수선,"1,330,420 ","1,330,420 ",0 ,0 ,"11,850 ","15,040 ","14,070 ","3,840 ","1,510 ","7,690 ","4,400",0,150.0,닥타일관,이형관,노후,21,235.0,236,0.0,0 ,0 ,0 ,등록,,2023-03-02,35.8744124,128.73374
241,20230303-0024,03-03,동구 신암동 170-23,지상사유지,D13mm 계량기 보호통 교체,"731,990 ","650,090 ","81,900 ",0 ,"9,540 ","12,110 ","11,330 ","3,090 ","1,220 ","6,190 ","1,910",0,15.0,계량기보호통(실),계량기보호통,노후,,217.0,17,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2023-03-03,35.88014,128.6188284
242,20230303-0107,03-03,동구 신암동 217-30,지하공도,D100*13mm 분기점 누수수선,"1,172,300 ","1,172,300 ",0 ,0 ,"15,180 ","19,270 ","18,030 ","4,920 ","1,940 ","9,850 ","3,470",0,15.0,부분기대,부분기대,노후,952.32,217.0,18,0.3,402 ,354 ,48 ,등록,폐아 0.5,2023-03-03,35.8821959,128.6224085
243,20230303-0122,03-03,동구 방촌동 880-20,지상사유지,D13mm 계량기 보호통 교체,"745,880 ","663,980 ","81,900 ",0 ,"9,330 ","11,840 ","11,080 ","3,020 ","1,190 ","6,050 ","1,980",0,15.0,계량기보호통(실),접합부,노후,,228.0,132,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2023-03-03,35.8819236,128.6691983
245,20230303-0497,03-03,동구 숙천동 170,지하공도,D13mm 인입선 누수수선,"1,195,050 ","1,195,050 ",0 ,0 ,"15,830 ","20,090 ","18,800 ","5,130 ","2,020 ","10,270 ","3,520",0,15.0,스텐레스관,이형관,노후,580.32,236.0,223,0.2,268 ,236 ,32 ,미등록,폐아 0.5,2023-03-03,35.8796292,128.754595
246,20230303-0498,03-03,동구 신암동 209-17,지하사유지,D13mm 계량기 보호통 교체,"604,220 ","522,320 ","81,900 ",0 ,"8,780 ","11,150 ","10,430 ","2,840 ","1,120 ","5,700 ","1,460",0,15.0,계량기보호통(실),계량기보호통,노후,282.72,217.0,18,,0 ,0 ,0 ,미등록,폐콘 0.1,2023-03-03,35.8800343,128.6201826
247,20230306-0310,03-06,동구 송정동 22-2,미누수,출장비 정산(N=2),"127,180 ","127,180 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,480,0,,,,,,201.0,54,,0 ,0 ,0 ,미등록,,2023-03-06,35.9886653,128.6251947
248,20230306-0541,03-06,동구 용계동 615-1,지상공도,D13mm 접합부 누수수선,"129,770 ","129,770 ",0 ,0 ,500 ,640 ,590 ,160 ,60 ,320 ,460,0,15.0,스텐레스관,이형관,노후,0.14,231.0,246,0.0,0 ,0 ,0 ,미등록,,2023-03-06,35.8739666,128.6833718
254,20230307-0092,03-07,동구 효목동 1264-4 청사,지상공도,D80mm 계량기실 볼트 조임,"66,710 ","66,710 ",0 ,0 ,490 ,630 ,590 ,160 ,60 ,320 ,220,0,80.0,기타,기타,볼트이완,7.6,214.0,128,0.0,0 ,0 ,0 ,미등록,,2023-03-07,35.8782477,128.6526566
256,20230307-0419,03-07,동구 신암동 94-23,지상사유지,D13mm 계량기실 누수수선,"60,220 ","60,220 ",0 ,0 ,370 ,470 ,440 ,120 ,40 ,240 ,200,0,15.0,계량기보호통(실),연결부,노후,,209.0,1,0.0,0 ,0 ,0 ,미등록,,2023-03-07,35.8879067,128.6334337
259,20230308-0406,03-08,동구 신암동 652-33,지상공도,D100*25mm 구분기점 누수수선(N=2),"206,290 ","206,290 ",0 ,0 ,"2,260 ","2,870 ","2,680 ",730 ,280 ,"1,460 ",650,0,25.0,부분기대,부분기대,노후,0.86,211.0,3,0.0,0 ,0 ,0 ,미등록,,2023-03-08,35.8898439,128.6210935
260,20230308-0418,03-08,동구 신암동 634-8,지상사유지,D13mm 계량기 보호통 교체,"715,340 ","633,440 ","81,900 ",0 ,"9,170 ","11,640 ","10,890 ","2,970 ","1,170 ","5,950 ","1,860",0,15.0,계량기보호통(실),접합부,노후,,211.0,7,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2023-03-08,35.8857182,128.6201931
262,20230308-0543,03-08,동구 괴전동 98-3,지하공도,D80mm 접합부 누수수선,"1,454,270 ","1,454,270 ",0 ,0 ,"17,500 ","22,220 ","20,790 ","5,670 ","2,240 ","11,350 ","4,390",0,80.0,닥타일관,이형관,노후,948.72,235.0,237-1,0.3,402 ,354 ,48 ,등록,폐아 0.6,2023-03-08,35.8737187,128.7356903
263,20230308-0544,03-08,동구 신서동 467-6 102동 101호,지하공도,D80mm 제수변 누수수선,"1,826,170 ","1,826,170 ",0 ,0 ,"22,490 ","28,550 ","26,720 ","7,290 ","2,880 ","14,590 ","5,480",0,80.0,변류,접합부,노후,948.72,235.0,236,0.4,537 ,472 ,65 ,등록,폐아 0.7,2023-03-08,,
264,20230309-0140,03-09,동구 불로동 1143-8,지상사유지,D13mm 계량기실 누수 수선,"83,520 ","83,520 ",0 ,0 ,370 ,470 ,440 ,120 ,40 ,240 ,290,0,15.0,계량기보호통(실),연결부,노후,,205.0,77,0.0,0 ,0 ,0 ,미등록,,2023-03-09,35.9141314,128.6435224
267,20230310-0295,03-10,동구 신서동 518-13,지하공도,D100*13mm 분기점 누수수선,"1,699,880 ","1,699,880 ",0 ,0 ,"21,500 ","27,300 ","25,540 ","6,970 ","2,750 ","13,950 ","5,060",0,15.0,부분기대,부분기대,노후,264.96,235.0,260-1,0.3,402 ,354 ,48 ,미등록,폐아 0.7톤,2023-03-10,35.8703793,128.7282366
268,20230310-0296,03-10,동구 신서동 1035-2,지하공도,D25mm 접합부 누수수선,"573,890 ","573,890 ",0 ,0 ,"5,090 ","6,470 ","6,050 ","1,650 ",650 ,"3,300 ","1,890",0,25.0,스텐레스관,이형관,노후,579.6,235.0,235,0.1,134 ,118 ,16 ,등록,,2023-03-10,35.8721288,128.7235979
269,20230310-0297,03-10,동구 지묘동 632 고향식당,지하공도,D50*13mm 분기점 누수수선,"2,011,690 ","2,011,690 ",0 ,0 ,"23,760 ","30,170 ","28,230 ","7,700 ","3,040 ","15,420 ","6,070",0,15.0,부분기대,부분기대,노후,380.88,201.0,54,0.3,402 ,354 ,48 ,등록,폐아 0.9톤,2023-03-10,35.962682,128.6307323
271,20230313-0007,03-13,동구 중대동 353,지하공도,D25mm 접합부 누수수선,"1,482,060 ","1,482,060 ",0 ,0 ,"18,640 ","23,660 ","22,140 ","6,040 ","2,380 ","12,090 ","4,450",0,25.0,HIVP,이형관,부식,829.44,201.0,54,0.1,134 ,118 ,16 ,등록,폐아 0.5,2023-03-13,35.9699548,128.6278126
273,20230313-0292,03-13,동구 중대동 462-4,지상사유지,D13mm 계량기실 누수 수선,"106,640 ","106,640 ",0 ,0 ,370 ,470 ,440 ,120 ,40 ,240 ,380,0,15.0,계량기보호통(실),연결부,노후,,201.0,54,0.0,0 ,0 ,0 ,미등록,,2023-03-13,35.9782955,128.6364522
274,20230314-0255,03-14,동구 효목동 119-5,지상사유지,D13mm 계량기 보호통 교체,"672,120 ","590,220 ","81,900 ",0 ,"8,540 ","10,840 ","10,140 ","2,770 ","1,090 ","5,540 ","1,760",0,15.0,계량기보호통(실),접합부,노후,,213.0,26,0.0,0 ,0 ,0 ,미등록,,2023-03-14,35.8847523,128.6409315
275,20230314-0290,03-14,동구 중대동 708,지상공도,D100mm 직관부 누수수선,"1,407,840 ","1,407,840 ",0 ,0 ,"15,960 ","20,260 ","18,950 ","5,170 ","2,040 ","10,350 ","4,460",0,100.0,HIVP,직관,기타,13.8,201.0,54,0.3,402 ,354 ,48 ,등록,,2023-03-14,35.9840592,128.6355691
277,20230315-0012,03-15,동구 율하동 1127,지하공도,D80mm 접합부 누수수선,"2,062,890 ","2,062,890 ",0 ,0 ,"24,710 ","31,370 ","29,350 ","8,010 ","3,160 ","16,030 ","6,300",0,80.0,닥타일관,직관,노후,"2,095.68",234.0,273,0.2,268 ,236 ,32 ,등록,폐아 0.6,2023-03-15,35.8676474,128.6918761
278,20230315-0221,03-15,동구 지저동 660-10,지상사유지,D13mm 계량기 보호통 교체,"766,310 ","684,410 ","81,900 ",0 ,"9,690 ","12,300 ","11,510 ","3,140 ","1,240 ","6,290 ","2,030",0,15.0,계량기보호통(실),접합부,노후,,208.0,101-2,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2023-03-15,35.8959049,128.6426206
280,20230316-0008,03-16,동구 신천동 836-14,지하공도,D50*13mm 분기점 누수수선,"467,800 ","467,800 ",0 ,0 ,"6,190 ","7,850 ","7,350 ","2,000 ",790 ,"4,010 ","1,430",0,15.0,PFP관,이형관,노후,198,220.0,48,,0 ,0 ,0 ,등록,,2023-03-16,35.8686095,128.617744
285,20230316-0387,03-16,동구 신천동 682-63,지하공도,D80mm 제수변 스핀들 누수수선,"866,400 ","866,400 ",0 ,0 ,"10,470 ","13,290 ","12,440 ","3,390 ","1,340 ","6,790 ","2,510",0,80.0,변류,접합부,볼트이완,"13,680",220.0,48,0.1,134 ,118 ,16 ,등록,폐아 0.7톤,2023-03-16,35.8707614,128.618242
286,20230316-0388,03-16,동구 신천동 698-7,지하공도,D13mm 접합부 누수수선,"334,300 ","334,300 ",0 ,0 ,"3,380 ","4,290 ","4,010 ","1,090 ",430 ,"2,190 ","1,080",0,15.0,스텐레스관,이형관,노후,252,220.0,40,,0 ,0 ,0 ,등록,,2023-03-16,35.8725327,128.6173976
287,20230317-0158,03-17,동구 동호동 362,지상공도,D80mm 제수변 스핀들 누수수선,"126,590 ","126,590 ",0 ,0 ,750 ,950 ,890 ,240 ,90 ,480 ,430,0,80.0,변류,접합부,볼트이완,7.6,237.0,260-2,0.0,0 ,0 ,0 ,등록,,2023-03-17,35.865992,128.7217167
288,20230317-0191,03-17,동구 신암동 635-17,지상사유지,D13mm 계량기 보호통 교체,"774,390 ","692,490 ","81,900 ",0 ,"11,510 ","14,610 ","13,670 ","3,730 ","1,470 ","7,460 ","1,930",0,15.0,계량기보호통(실),계량기보호통,노후,,211.0,7,0.0,0 ,0 ,0 ,미등록,폐콘 0.2톤,2023-03-17,35.8864455,128.6209395
289,20230317-0304,03-17,동구 방촌동 1120-26,지상사유지,D13mm 계량기 보호통 교체,"879,510 ","797,610 ","81,900 ",0 ,"11,270 ","14,300 ","13,380 ","3,650 ","1,440 ","7,310 ","2,320",0,15.0,계량기보호통(실),계량기보호통,노후,,231.0,139,0.0,0 ,0 ,0 ,미등록,폐콘 0.3톤,2023-03-17,35.875305,128.6676202
291,20230317-0345,03-17,동구 신천동 702-43,지하공도,D50*13mm 분기점 누수수선,"391,170 ","391,170 ",0 ,0 ,"4,550 ","5,770 ","5,400 ","1,470 ",580 ,"2,950 ","1,230",0,15.0,부분기대,부분기대,노후,419.52,220.0,40,,0 ,0 ,0 ,등록,,2023-03-17,35.8731764,128.6170425
292,20230317-0346,03-17,동구 신천동 702-2,지하사유지,D13mm 계량기 보호통 교체,"760,510 ","678,610 ","81,900 ",0 ,"11,510 ","14,610 ","13,670 ","3,730 ","1,470 ","7,460 ","1,880",0,15.0,계량기보호통(실),계량기보호통,노후,255.36,220.0,40,,0 ,0 ,0 ,미등록,폐콘 0.2톤,2023-03-17,35.8731887,128.616956
293,20230317-0347,03-17,동구 신천동 807-5,지하공도,D80*13mm 분기점 누수수선,"307,410 ","307,410 ",0 ,0 ,"3,390 ","4,310 ","4,030 ","1,100 ",430 ,"2,200 ",970,0,15.0,부분기대,부분기대,노후,328.32,220.0,48,,0 ,0 ,0 ,등록,,2023-03-17,35.8691116,128.6174326
294,20230321-0004,03-21,동구 신천동 347-12,지하공도,D40*20mm 분기점 누수수선,"1,236,970 ","1,236,970 ",0 ,0 ,"15,150 ","19,230 ","18,000 ","4,910 ","1,940 ","9,830 ","3,720",0,20.0,PFP관,이형관,노후,883.2,606.0,44-2,0.2,268 ,236 ,32 ,등록,폐아 0.5,2023-03-21,35.8693943,128.6296853
295,20230321-0005,03-21,동구 신천동 344-21,지하공도,D100*13mm 분기점 누수수선,"1,228,300 ","1,228,300 ",0 ,0 ,"16,180 ","20,540 ","19,220 ","5,240 ","2,070 ","10,500 ","3,630",0,15.0,부분기대,부분기대,노후,825.6,606.0,44-2,0.2,268 ,236 ,32 ,등록,폐아 0.5,2023-03-21,35.870691,128.6293103
296,20230321-0006,03-21,동구 신천동 368-1,지하공도,D25*13mm 분기점 누수수선,"583,510 ","583,510 ",0 ,0 ,"5,630 ","7,150 ","6,690 ","1,820 ",720 ,"3,650 ","1,900",0,15.0,스텐레스관,이형관,노후,364.8,222.0,34,,0 ,0 ,0 ,등록,,2023-03-21,35.8723088,128.6293149
298,20230321-0177,03-21,동구 효목동 458-5,지상사유지,D13mm 계량기 보호통 교체,"692,800 ","610,900 ","81,900 ",0 ,"8,860 ","11,250 ","10,530 ","2,870 ","1,130 ","5,750 ","1,790",0,15.0,계량기보호통(실),접합부,노후,,223.0,46-2,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2023-03-21,35.8762098,128.6391971
299,20230321-0289,03-21,동구 서호동 114-22,지상사유지,D13mm 계량기 보호통 교체,"809,430 ","727,530 ","81,900 ",0 ,"10,060 ","12,770 ","11,950 ","3,260 ","1,280 ","6,520 ","2,170",0,15.0,계량기보호통(실),접합부,노후,,233.0,257,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2023-03-21,35.8678393,128.710259
300,20230322-0075,03-22,동구 방촌동 1044-6,미누수,확인 터파기 결과 미누수,"127,360 ","127,360 ",0 ,0 ,"1,160 ","1,480 ","1,380 ",370 ,140 ,750 ,410,0,,,,,,227.0,124-2,,0 ,0 ,0 ,미등록,,2023-03-22,35.8811478,128.6595947
302,20230323-0014,03-23,동구 신천동 342-1,지하공도,D100*25mm 분기점 누수수선,"317,150 ","317,150 ",0 ,0 ,"4,580 ","5,810 ","5,440 ","1,480 ",580 ,"2,970 ",940,0,25.0,부분기대,부분기대,노후,"1,535.04",222.0,43,,0 ,0 ,0 ,등록,,2023-03-23,35.8705558,128.6286934
303,20230323-0015,03-23,동구 신천동 348-30,지하공도,D40*13mm 분기점 누수수선,"787,880 ","787,880 ",0 ,0 ,"8,020 ","10,190 ","9,530 ","2,600 ","1,020 ","5,200 ","2,460",0,15.0,부분기대,부분기대,노후,452.64,606.0,44-2,,0 ,0 ,0 ,등록,폐아 0.3톤,2023-03-23,35.8690076,128.6297744
305,20230324-0525,03-24,동구 신암동 259-35 더칸,지상공도,확인 터파기 결과 하수도,"235,450 ","235,450 ",0 ,0 ,"3,560 ","4,520 ","4,230 ","1,150 ",450 ,"2,310 ",690,0,15.0,스텐레스관,이형관,노후,0.02,212.0,20,0.0,0 ,0 ,0 ,미등록,,2023-03-24,35.8809614,128.6269107
319,20230330-0209,03-30,동구 도동 264-1,지상사유지,D13mm 계량기 보호통 교체,"742,260 ","660,360 ","81,900 ",0 ,"9,390 ","11,920 ","11,150 ","3,040 ","1,200 ","6,090 ","1,970",0,15.0,계량기보호통(실),계량기보호통,노후,,206.0,72,0.0,0 ,0 ,0 ,미등록,,2023-03-30,35.9184467,128.6591489
320,20230330-0291,03-30,동구 신천동 459-5,지상사유지,D13mm 앵글밸브 교체,"77,610 ","77,610 ",0 ,0 ,370 ,470 ,440 ,120 ,40 ,240 ,270,0,15.0,계량기보호통(실),앵글밸브,볼트이완,,606.0,44-2,0.0,0 ,0 ,0 ,미등록,,2023-03-30,35.8724887,128.6302556
321,20230330-0333,03-30,동구 율하동 869-8,지상사유지,D13mm 계량기 보호통 교체,"716,000 ","634,100 ","81,900 ",0 ,"8,610 ","10,930 ","10,230 ","2,790 ","1,100 ","5,590 ","1,920",0,15.0,계량기보호통(실),계량기보호통,노후,,233.0,250,0.0,0 ,0 ,0 ,미등록,,2023-03-30,35.8705569,128.6994594
250,20230306-0549,03-06,동구 신서동 585,지하공도,D80mm 제수변 누수수선,"291,910 ","291,910 ",0 ,0 ,"2,090 ","2,650 ","2,480 ",670 ,260 ,"1,350 ",980,"2,240",80.0,변류,접합부,노후,920.4,237.0,284-1,,0 ,0 ,0 ,등록,,2023-03-06,35.8642087,128.7339645
255,20230307-0196,03-07,동구 신천동 478 아파트,지상공도,D100*25mm 구분기점 누수수선,"893,520 ","893,520 ",0 ,0 ,"9,940 ","12,630 ","11,810 ","3,220 ","1,270 ","6,450 ","2,690","12,860",25.0,부분기대,부분기대,노후,0.6,606.0,44-2,0.2,268 ,236 ,32 ,등록,폐아 0.4,2023-03-07,35.8708361,128.6329637
257,20230308-0015,03-08,동구 동호동 394-7,지하공도,D100*15mm 구분기점 누수수선,"1,955,240 ","1,955,240 ",0 ,0 ,"24,220 ","30,740 ","28,770 ","7,850 ","3,100 ","15,710 ","5,730","30,970",15.0,부분기대,부분기대,노후,289.44,237.0,283-2,0.4,537 ,472 ,65 ,등록,폐아 0.9,2023-03-08,35.8644688,128.7268316
261,20230308-0526,03-08,동구 검사동 907-33,지하공도,D80x15mm 분기점 누수수선,"856,470 ","856,470 ",0 ,0 ,"9,850 ","12,510 ","11,700 ","3,190 ","1,260 ","6,390 ","2,570","11,990",15.0,부분기대,부분기대,노후,289.44,210.0,108-1,0.2,268 ,236 ,32 ,등록,폐아 0.4,2023-03-08,35.8902805,128.6529959
270,20230313-0003,03-13,동구 백안동 392-3 도학1가압장,지상공도,D200mm 플랜지 접합부 누수수선,"556,680 ","556,680 ",0 ,0 ,"5,110 ","6,490 ","6,070 ","1,650 ",650 ,"3,320 ","1,810","5,610",200.0,HIVP,이형관,볼트이완,16.3,201.0,308-1,0.0,0 ,0 ,0 ,등록,,2023-03-13,35.9584256,128.6937739
281,20230316-0188,03-16,동구 신천동 371-1,지상사유지,D13mm 인입선 누수수선,"46,550 ","46,550 ",0 ,0 ,70 ,90 ,90 ,20 ,0 ,40 ,170,140,15.0,스텐레스관,이형관,노후,,222.0,34,,,,,미등록,,2023-03-16,35.8728353,128.628993
283,20230316-0222,03-16,동구 신암동 480,지상공도,D150mm 접합부 누수수선,"262,100 ","262,100 ",0 ,0 ,"2,330 ","2,960 ","2,770 ",750 ,290 ,"1,510 ",850,"3,560",150.0,닥타일관,이형관,노후,21,216.0,16-2,0.0,0 ,0 ,0 ,등록,,2023-03-16,35.8789894,128.6127513
290,20230317-0343,03-17,동구 신천동 702-21,지하사유지,D13mm 계량기 보호통 교체,"696,250 ","614,350 ","81,900 ",0 ,"8,720 ","11,070 ","10,360 ","2,820 ","1,110 ","5,650 ","1,780","11,430",15.0,계량기보호통(실),계량기보호통,노후,0,220.0,40,,0 ,0 ,0 ,미등록,폐콘 0.1,2023-03-17,35.8730237,128.6171467
297,20230321-0098,03-21,동구 불로동 972-15,지상사유지,D25mm 계량기 보호통 교체,"1,539,430 ","1,401,730 ","137,700 ",0 ,"20,350 ","25,840 ","24,180 ","6,600 ","2,600 ","13,200 ","3,980","25,890",25.0,계량기보호통(실),계량기보호통,노후,,208.0,92,0.0,0 ,0 ,0 ,미등록,"폐콘 0.3, 폐아 0.1",2023-03-21,35.8999037,128.6298764
304,20230324-0060,03-24,동구 율암동 1103,지상공도,D100mm 소화전 누수수선,"2,544,550 ","1,744,550 ","800,000 ",0 ,"21,800 ","27,670 ","25,890 ","7,060 ","2,790 ","14,140 ","5,290","31,530",100.0,기타,기타,타공사손괴,438,230.0,201,0.1,134 ,118 ,16 ,등록,,2023-03-24,35.8860698,128.7072935
306,20230325-0023,03-25,동구 효목동 407-6,지상사유지,D13mm 계량기 보호통 교체,"762,050 ","680,150 ","81,900 ",0 ,"10,000 ","12,690 ","11,870 ","3,240 ","1,280 ","6,480 ","1,940","12,610",15.0,계량기보호통(실),계량기보호통,노후,,606.0,36,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2023-03-25,35.8773511,128.6348644
307,20230327-0012,03-27,동구 입석동 932-72,지상사유지,D13mm 계량기 보호통 교체,"801,740 ","719,840 ","81,900 ",0 ,"9,980 ","12,670 ","11,860 ","3,230 ","1,270 ","6,470 ","2,100","12,810",15.0,계량기보호통(실),계량기보호통,노후,,210.0,108-1,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2023-03-27,35.8916068,128.647351
308,20230327-0287,03-27,동구 신암동 175-32,지하공도,D100mm 직관부 누수수선,"1,730,430 ","1,467,430 ","263,000 ",0 ,"18,950 ","24,060 ","22,510 ","6,140 ","2,420 ","12,300 ","4,270","23,440",100.0,닥타일관,직관,노후,"28,483.2",217.0,17,0.3,402 ,354 ,48 ,등록,폐아 0.6,2023-03-27,35.8795541,128.6161113
