지시번호,접수번호,공사일자,위치,유형,공사개요,계,도급액,관급자재,도로복구비,건강보험,연금보험,산재보험,고용보험,요양보험,퇴직공제,보험료 (원),"산업안전
보건관리비",관경,관종,부위,원인,누수량,중구역,소구역,살수량,계.1,사용료,물이용부담금,GIS 등록,비고,작업일시,위도,경도
473,20230612-0174,06-12,동구 신암동 98-12,지하공도,D40*13mm 분기점 누수수선,"479,300 ","479,300 ",0 ,0 ,"6,250 ","7,930 ","7,420 ","2,020 ",800 ,"4,050 ","1,430","8,970",15.0,PFP관,이형관,노후,425.04,209.0,1,,0 ,0 ,0 ,등록,,2023-06-12,35.8863127,128.634189
474,20230612-0175,06-12,동구 방촌동 934-6,지하공도,D40mm*15mm 분기점 누수수선,"444,200 ","444,200 ",0 ,0 ,"5,020 ","6,370 ","5,960 ","1,620 ",640 ,"3,250 ","1,380","7,670",15.0,부분기대,부분기대,노후,894.24,228.0,125,,0 ,0 ,0 ,등록,,2023-06-12,35.8840584,128.6650317
475,20230612-0208,06-12,동구 효목동 401-4,지상공도,D80mm*25mm 분기점 누수수선,"118,340 ","118,340 ",0 ,0 ,"1,010 ","1,290 ","1,200 ",320 ,120 ,660 ,380,"1,650",25.0,부분기대,부분기대,노후,1.11,606.0,36,,0 ,0 ,0 ,등록,,2023-06-12,35.8754082,128.6348023
476,20230613-0004,06-13,동구 신천동 116-9,기타,D80mm 제수변 잠금,"64,960 ","64,960 ",0 ,0 ,470 ,590 ,560 ,150 ,60 ,300 ,210,460,,,,,,221.0,42,,0 ,0 ,0 ,미등록,,2023-06-13,35.8692686,128.6243636
477,20230613-0196,06-13,동구 사복동 762,지하공도,D50mm 접합부 누수수선,"533,830 ","533,830 ",0 ,0 ,"7,900 ","10,030 ","9,380 ","2,560 ","1,010 ","5,120 ","1,550","7,840",50.0,PFP관,이형관,노후,"3,071.52",236.0,268,,0 ,0 ,0 ,등록,,2023-06-13,35.8690216,128.7543035
478,20230613-0207,06-13,동구 불로동 1063-31,지상공도,D25mm*13mm 분기점 누수 수선,"754,310 ","754,310 ",0 ,0 ,"9,320 ","11,830 ","11,070 ","3,020 ","1,190 ","6,040 ","2,290","14,290",15.0,부분기대,부분기대,노후,0.23,208.0,99,,0 ,0 ,0 ,등록,,2023-06-13,35.8952235,128.6340887
479,20230614-0057,06-14,동구 신암동 605-16,지상사유지,D13mm 인입선 누수 수선,"195,440 ","195,440 ",0 ,0 ,"1,140 ","1,450 ","1,360 ",370 ,140 ,740 ,660,"3,620",15.0,스텐레스관,직관,노후,,211.0,8,,,,,미등록,,2023-06-14,35.8844662,128.6200386
482,20230615-0037,06-15,동구 효목동 444-22,미누수,현장확인 결과 미누수,"40,020 ","40,020 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,150,0,,,,,,223.0,46-2,,,,,미등록,,2023-06-15,35.8770783,128.6378833
483,20230616-0003,06-16,동구 도동 342,지하사유지,D13mm 인입선 누수수선,"549,510 ","549,510 ",0 ,0 ,"7,150 ","9,080 ","8,490 ","2,310 ",910 ,"4,640 ","1,650","9,910",15.0,스텐레스관,이형관,노후,435.6,206.0,72,,0 ,0 ,0 ,미등록,,2023-06-16,35.9209286,128.660323
485,20230616-0084,06-16,동구 효목동 438-4,지상사유지,D13mm 계량기 보호통 교체,"842,520 ","760,620 ","81,900 ",0 ,"10,960 ","13,910 ","13,010 ","3,550 ","1,400 ","7,110 ","2,190","14,100",15.0,계량기보호통(실),계량기보호통,노후,,223.0,46-2,,,,,미등록,폐콘 0.1,2023-06-16,35.8758975,128.6381679
487,20230616-0167,06-16,동구 신암동 259-7 라임오피스텔,지상사유지,D40mm 계량기실 누수 수선,"76,670 ","76,670 ",0 ,0 ,680 ,860 ,810 ,220 ,80 ,440 ,250,690,40.0,계량기보호통(실),연결부,노후,,212.0,20,,,,,미등록,,2023-06-16,35.8808213,128.627412
490,20230619-0114,06-19,동구 서호동 67-8,지상공도,D100*13mm 분기점 누수수선,"251,830 ","251,830 ",0 ,0 ,"2,710 ","3,440 ","3,220 ",870 ,340 ,"1,750 ",790,"3,230",15.0,부분기대,부분기대,노후,0.23,233.0,257,0.0,0 ,0 ,0 ,등록,,2023-06-19,35.870769,128.7090632
491,20230620-0003,06-20,동구 불로동 866-2 불로 파크골프장,지상공도,D40mm 직관부 누수 수선,"951,170 ","951,170 ",0 ,0 ,"9,330 ","11,840 ","11,080 ","3,020 ","1,190 ","6,050 ","2,940","12,480",40.0,PE관,직관,노후,7.99,207.0,83,0.1,134 ,118 ,16 ,미등록,폐아스콘 0.4톤 ,2023-06-20,35.9061338,128.6310846
492,20230621-0005,06-21,동구 방촌동 964-36,지상사유지,D13mm 계량기 보호통 교체,"878,990 ","797,090 ","81,900 ",0 ,"11,220 ","14,250 ","13,330 ","3,640 ","1,430 ","7,280 ","2,320","14,660",15.0,계량기보호통(실),계량기보호통,노후,,228.0,125,,,,,미등록,폐콘 0.1,2023-06-21,35.8853574,128.6651131
493,20230623-0411,06-23,동구 동내동 1113-2,지하공도,D80mm 접합부 누수수선,"330,750 ","330,750 ",0 ,0 ,"4,500 ","5,710 ","5,340 ","1,450 ",570 ,"2,920 ",980,"4,550",80.0,변류,접합부,노후,"4,871.04",229.0,207,,0 ,0 ,0 ,등록,,2023-06-23,35.8827842,128.7368384
496,20230626-0013,06-26,동구 방촌동 862-56,지하공도,D25mm*13mm 분기점 누수수선,"774,690 ","774,690 ",0 ,0 ,"7,650 ","9,710 ","9,080 ","2,480 ",970 ,"4,960 ","2,460","15,280",15.0,스텐레스관,이형관,노후,630,228.0,132,,0 ,0 ,0 ,등록,,2023-06-26,35.880915,128.6699448
497,20230626-0063,06-26,동구 부동 630,지상사유지,D13mm 계량기실 누수 수선,"727,220 ","645,320 ","81,900 ",0 ,"8,850 ","11,230 ","10,510 ","2,860 ","1,130 ","5,740 ","1,910","11,750",15.0,계량기보호통(실),계량기보호통,노후,,225.0,110,,,,,미등록,,2023-06-26,35.8946193,128.681951
498,20230626-0384,06-26,동구 내동 23,지상사유지,D13mm 접합부 누수수선,"215,610 ","215,610 ",0 ,0 ,"2,130 ","2,700 ","2,530 ",690 ,270 ,"1,380 ",670,"2,280",15.0,스텐레스관,직관,노후,,201.0,298,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2023-06-26,35.9736272,128.6634288
499,20230627-0001,06-27,동구 입석동 932-70,지상사유지,D13mm 계량기 보호통 교체,"819,600 ","737,700 ","81,900 ",0 ,"10,210 ","12,960 ","12,130 ","3,310 ","1,300 ","6,620 ","2,150","13,190",15.0,계량기보호통(실),계량기보호통,노후,,210.0,108-1,,,,,미등록,폐콘 0.1,2023-06-27,35.8914827,128.647315
500,20230627-0064,06-27,동구 둔산동 1024,지상사유지,D13mm 계량기보호통 교체,"789,420 ","707,520 ","81,900 ",0 ,"9,690 ","12,300 ","11,510 ","3,140 ","1,240 ","6,280 ","2,080","12,650",15.0,계량기보호통(실),계량기보호통,노후,,226.0,102,,,,,미등록,폐콘 0.1,2023-06-27,35.8981797,128.6715571
501,20230627-0067,06-27,동구 신암동 809-3,지상사유지,D13mm 계량기 보호통 교체,"958,900 ","877,000 ","81,900 ",0 ,"13,050 ","16,560 ","15,500 ","4,230 ","1,670 ","8,460 ","2,510","16,600",15.0,계량기보호통(실),계량기보호통,노후,,211.0,6,,,,,미등록,폐콘 0.1,2023-06-27,35.881906,128.6135478
504,20230629-0002,06-29,동구 방촌동 1055-14,지상사유지,D13mm 계량기 보호통 교체,"707,860 ","625,960 ","81,900 ",0 ,"8,280 ","10,510 ","9,830 ","2,680 ","1,060 ","5,370 ","1,850","11,070",15.0,계량기보호통(실),계량기보호통,노후,,227.0,124-2,,,,,미등록,폐콘 0.1,2023-06-29,35.8827627,128.6619296
506,20230629-0240,06-29,동구 효목동 189-16,지상사유지,D13mm 계량기보호통 교체,"702,740 ","620,840 ","81,900 ",0 ,"8,760 ","11,130 ","10,410 ","2,840 ","1,120 ","5,680 ","1,800","11,620",15.0,계량기보호통(실),계량기보호통,노후,,213.0,38,,,,,미등록,폐콘 0.1,2023-06-29,35.8793314,128.6461355
507,20230630-0254,06-30,동구 신천동 824-7,지상사유지,D13mm 계량기보호통 교체,"824,130 ","742,230 ","81,900 ",0 ,"10,730 ","13,620 ","12,740 ","3,470 ","1,370 ","6,960 ","2,140","13,710",15.0,계량기보호통(실),계량기보호통,노후,,220.0,48,,,,,미등록,폐콘 0.1,2023-06-30,35.8681791,128.6154528
390,20230502-0004,05-02,동구 신평동 777-5,지하사유지,D13mm 캡 설치,"826,290 ","826,290 ",0 ,0 ,"8,160 ","10,360 ","9,690 ","2,640 ","1,040 ","5,290 ","2,570","10,200",15.0,스텐레스관,이형관,노후,406.56,226.0,133,0.2,268 ,236 ,32 ,미등록,폐아스팔트 0.3톤,2023-05-02,35.877863,128.6770393
453,20230601-0013,06-01,동구 입석동 911-10,지하미누수,터파기 결과 미누수,"1,043,230 ","1,043,230 ",0 ,0 ,"11,630 ","14,760 ","13,810 ","3,770 ","1,480 ","7,540 ","3,140","14,610",,,,,,210.0,108-1,0.1,134 ,118 ,16 ,미등록,폐아스팔트 0.5톤,2023-06-01,35.8914543,128.6519037
462,20230607-0003,06-07,동구 검사동 955-16,지하사유지,D13mm 인입선 누수수선,"1,374,020 ","1,374,020 ",0 ,0 ,"16,480 ","20,920 ","19,570 ","5,340 ","2,110 ","10,690 ","4,100","21,850",15.0,스텐레스관,이형관,노후,"2,957.76",210.0,108-1,0.2,268 ,236 ,32 ,미등록,폐아 0.5,2023-06-07,35.8848696,128.657568
480,20230614-0233,06-14,동구 방촌동 857-161,지상사유지,D20mm 계량기 보호통 교체,"807,320 ","695,720 ","111,600 ",0 ,"9,640 ","12,240 ","11,450 ","3,120 ","1,230 ","6,250 ","2,030","12,590",20.0,계량기보호통(실),계량기보호통,노후,,226.0,133,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2023-06-14,35.8801396,128.6733616
486,20230616-0099,06-16,동구 신암동 216-7 올포유,지상사유지,D13mm 앵글밸브 누수수선,"70,370 ","70,370 ",0 ,0 ,560 ,710 ,670 ,180 ,70 ,360 ,230,570,15.0,계량기보호통(실),앵글밸브,노후,,217.0,18,0.0,0 ,0 ,0 ,미등록,,2023-06-16,35.8823938,128.6209813
489,20230617-0007,06-17,동구 부동 595-29,지상사유지,D13mm 계량기 보호통 교체,"711,980 ","630,080 ","81,900 ",0 ,"8,570 ","10,880 ","10,180 ","2,780 ","1,090 ","5,560 ","1,840","11,300",15.0,계량기보호통(실),계량기보호통,노후,,225.0,110,,,,,미등록,페콘 0.1,2023-06-17,35.8941844,128.683109
494,20230626-0010,06-26,동구 신천동 41-19,지하공도,D50mm * 15mm 분기점 누수 수선,"1,168,870 ","1,168,870 ",0 ,0 ,"13,920 ","17,670 ","16,530 ","4,510 ","1,780 ","9,030 ","3,470","19,540",15.0,부분기대,부분기대,노후,"1,286.16",219.0,30,0.2,268 ,236 ,32 ,등록,폐아스팔트 0.5톤,2023-06-26,35.8767509,128.6221889
495,20230626-0011,06-26,동구 신천동 37,지하공도,D50mm * 15mm 분기점 누수 수선,"1,024,500 ","1,024,500 ",0 ,0 ,"10,950 ","13,900 ","13,000 ","3,550 ","1,400 ","7,100 ","3,130","15,710",15.0,부분기대,부분기대,노후,971.52,219.0,30,0.1,134 ,118 ,16 ,등록,폐아스팔트 0.35톤,2023-06-26,35.876885,128.621561
502,20230628-0012,06-28,동구 신천동 33-4,지하사유지,D13mm 계량기 보호통 교체,"774,750 ","692,850 ","81,900 ",0 ,"10,060 ","12,770 ","11,950 ","3,260 ","1,280 ","6,520 ","1,990","12,960",15.0,계량기보호통(실),계량기보호통,노후,0,219.0,30,,0 ,0 ,0 ,미등록,폐콘 0.1,2023-06-28,35.8768841,128.6210108
503,20230628-0430,06-28,동구 신암동 785-20,지하사유지,D13mm 계량기 보호통 교체,"704,450 ","622,550 ","81,900 ",0 ,"8,880 ","11,270 ","10,550 ","2,880 ","1,130 ","5,760 ","1,810","11,690",15.0,계량기보호통(실),계량기보호통,노후,598.08,211.0,6,,0 ,0 ,0 ,미등록,폐콘 0.03톤,2023-06-28,35.8837951,128.6154798
505,20230629-0190,06-29,동구 신암동 73-13,지상사유지,D13mm 계량기보호통 교체,"770,540 ","688,640 ","81,900 ",0 ,"9,900 ","12,570 ","11,760 ","3,210 ","1,260 ","6,420 ","1,990","12,910",15.0,계량기보호통(실),계량기보호통,노후,,209.0,1,,,,,미등록,폐콘 0.1,2023-06-29,35.8897056,128.6334144
508,20230703-0298,07-03,동구 방촌동 1084-511,지하공도,D50mm*15mm 분기점 누수수선,"1,004,860 ","1,004,860 ",0 ,0 ,"9,950 ","12,630 ","11,820 ","3,220 ","1,270 ","6,450 ","3,130","14,450",15.0,부분기대,부분기대,노후,999.12,227.0,124-2,0.2,268 ,236 ,32 ,등록,폐아스팔트 0.3톤,2023-07-03,35.8781882,128.665289
509,20230703-0093,07-03,동구 용계동 616,지상사유지,D13mm 인입선 누수수선,"146,750 ","146,750 ",0 ,0 ,810 ,"1,030 ",960 ,260 ,100 ,520 ,500,"1,270",15.0,스텐레스관,이형관,노후,,231.0,246,,,,,미등록,,2023-07-03,35.8737846,128.6830598
512,20230704-0396,07-04,동구 신천동 296-2,지하공도,D150mm 제수변 스핀들 누수수선,"80,490 ","80,490 ",0 ,0 ,750 ,950 ,890 ,240 ,90 ,480 ,260,760,150.0,변류,접합부,볼트이완,"93,972.48",222.0,43,,0 ,0 ,0 ,등록,,2023-07-04,35.8715429,128.6266807
514,20230705-0013,07-05,동구 신기동 268-6,지상사유지,D20mm 계량기실 누수수선,"930,630 ","819,030 ","111,600 ",0 ,"11,300 ","14,350 ","13,430 ","3,660 ","1,440 ","7,330 ","2,400","14,560",20.0,계량기보호통(실),계량기보호통,노후,,233.0,251,,,,,미등록,폐콘 0.1,2023-07-05,35.8697822,128.703969
517,20230705-0415,07-05,동구 신천동 149-41,미누수,출장비정산(N=1),"40,370 ","40,370 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,150,0,,,,,,221.0,49,,0 ,0 ,0 ,미등록,,2023-07-05,35.8680433,128.6228727
519,20230705-0498,07-05,동구 방촌동 728-3,지상사유지,D13mm 계량기 보호통 교체,"712,730 ","630,830 ","81,900 ",0 ,"8,550 ","10,850 ","10,150 ","2,770 ","1,090 ","5,540 ","1,870","11,490",15.0,계량기보호통(실),계량기보호통,노후,,228.0,123-2,,,,,미등록,,2023-07-05,35.8869042,128.664387
520,20230706-0003,07-06,동구 사복동 718,지하공도,D50mm*13mm 분기점 누수수선,"773,340 ","773,340 ",0 ,0 ,"6,830 ","8,670 ","8,110 ","2,210 ",870 ,"4,430 ","2,460","9,810",15.0,부분기대,부분기대,노후,"1,026.72",236.0,270,0.1,134 ,118 ,16 ,등록,폐아스팔트 0.2톤,2023-07-06,35.8676699,128.7519071
521,20230706-0004,07-06,동구 금강동 589-2,지하사유지,D13mm 직관부 누수수선,"504,950 ","504,950 ",0 ,0 ,"3,210 ","4,070 ","3,810 ","1,040 ",410 ,"2,080 ","1,710","6,090",15.0,스텐레스관,직관,노후,"2,098.08",236.0,285,,0 ,0 ,0 ,미등록,폐콘크리트 0.04톤,2023-07-06,35.8631186,128.7352058
523,20230708-0006,07-08,동구 효목동 286-8,지상사유지,D13mm 계량기실 누수수선,"60,210 ","60,210 ",0 ,0 ,370 ,470 ,440 ,120 ,40 ,240 ,200,380,15.0,계량기보호통(실),접합부,노후,,606.0,35,,,,,미등록,,2023-07-08,35.878678,128.6329098
526,20230710-0125,07-10,동구 율암동 359-6,지상사유지,D13mm 인입선 누수수선,"1,363,200 ","1,363,200 ",0 ,0 ,"14,270 ","18,120 ","16,960 ","4,620 ","1,820 ","9,260 ","4,180","19,660",15.0,스텐레스관,이형관,노후,,230.0,201,0.2,268 ,236 ,32 ,미등록,"폐콘 0.1, 폐아 0.4",2023-07-10,35.8763342,128.7059151
527,20230710-0347,07-10,동구 신평동 771-21 102동,노후관교체공사,"노후배수관 교체공사(HIVP D100mm, L=72m)","34,482,700 ","7,054,320 ","2,083,380 ","25,345,000 ","75,570 ","95,930 ","89,760 ","24,500 ","9,680 ","49,030 ","18,770","97,000",,,,,,226.0,133,3.1,"4,159 ","3,658 ",501 ,미등록,폐아 13.5,2023-07-10,35.8788691,128.6772285
528,20230710-0365,07-10,동구 율암동 297-1,지하사유지,D13mm 인입선 누수 수선,"422,620 ","422,620 ",0 ,0 ,"4,100 ","5,210 ","4,870 ","1,330 ",520 ,"2,660 ","1,350","6,920",15.0,스텐레스관,이형관,부식,0,230.0,201,,0 ,0 ,0 ,미등록,,2023-07-10,35.8786919,128.704887
529,20230710-0375,07-10,동구 신서동 550-5 뉴하모니,지하공도,D100*32mm 분기점 누수수선,"1,523,240 ","1,523,240 ",0 ,0 ,"16,620 ","21,090 ","19,740 ","5,380 ","2,120 ","10,780 ","4,660","23,420",32.0,부분기대,부분기대,노후,0,237.0,261-2,0.2,268 ,236 ,32 ,등록,폐아스팔트 0.5톤,2023-07-10,35.8699143,128.731866
532,20230713-0002,07-13,동구 효목동 191-29,지하사유지,D13mm 인입선 누수수선,"289,450 ","289,450 ",0 ,0 ,"4,380 ","5,560 ","5,210 ","1,420 ",560 ,"2,840 ",830,"4,730",15.0,스텐레스관,이형관,노후,694.8,213.0,38,,0 ,0 ,0 ,미등록,,2023-07-13,35.8792127,128.645293
533,20230713-0003,07-13,동구 효목동 170-5,지하공도,D80*13mm 구분기점 누수수선,"1,081,280 ","1,081,280 ",0 ,0 ,"13,600 ","17,260 ","16,150 ","4,410 ","1,740 ","8,820 ","3,160","16,850",15.0,부분기대,부분기대,노후,"1,474.56",213.0,38,0.2,268 ,236 ,32 ,등록,폐아 0.5,2023-07-13,35.879748,128.6478937
534,20230713-0006,07-13,동구 용계동 70,지상사유지,D13mm 계량기실 누수수선,"106,240 ","106,240 ",0 ,0 ,370 ,470 ,440 ,120 ,40 ,240 ,380,380,15.0,계량기보호통(실),접합부,노후,,232.0,225,,,,,미등록,,2023-07-13,35.8756302,128.6956627
535,20230713-0020,07-13,동구 신서동 585,지상공도,D100mm 소화전 누수수선,"3,674,420 ","2,874,420 ","800,000 ",0 ,"32,350 ","41,060 ","38,420 ","10,480 ","4,140 ","20,990 ","8,920","54,770",100.0,기타,기타,노후,12,237.0,284-1,0.0,0 ,0 ,0 ,등록,,2023-07-13,35.8642087,128.7339645
536,20230713-0050,07-13,동구 방촌동 1113-168,지상사유지,D13mm 계량기 보호통 교체,"830,620 ","748,720 ","81,900 ",0 ,"10,360 ","13,160 ","12,310 ","3,360 ","1,320 ","6,720 ","2,190","13,420",15.0,계량기보호통(실),계량기보호통,노후,,227.0,138,,,,,미등록,폐콘 0.1,2023-07-13,35.8786392,128.6704114
537,20230713-0126,07-13,동구 방촌동 1078-27,노후관교체공사,"노후배수관 교체공사(HIVP D80mm, L=123m)","17,390,770 ","15,386,270 ","2,004,500 ",0 ,"220,170 ","279,480 ","261,510 ","71,380 ","28,200 ","142,840 ","44,970","278,740",,,,,,227.0,124-2,1.9,"2,549 ","2,242 ",307 ,미등록,폐아 0.4,2023-07-13,35.8783255,128.6612305
539,20230717-0368,07-17,동구 신암동 603-132,지하사유지,D20mm 계량기 보호통 교체,"990,060 ","878,460 ","111,600 ",0 ,"12,870 ","16,340 ","15,290 ","4,170 ","1,640 ","8,350 ","2,520","16,670",20.0,계량기보호통(실),계량기보호통,노후,0,211.0,8,,0 ,0 ,0 ,미등록,폐콘 0.1,2023-07-17,35.8826572,128.6204664
541,20230718-0045,07-18,동구 효목동 171-16,지하사유지,D13mm 인입선 누수수선,"334,850 ","334,850 ",0 ,0 ,"3,550 ","4,500 ","4,210 ","1,150 ",450 ,"2,300 ","1,050","6,270",15.0,스텐레스관,이형관,노후,709.2,213.0,38,,0 ,0 ,0 ,미등록,,2023-07-18,35.8802625,128.6477327
542,20230718-0046,07-18,동구 효목동 202-22,지하미누수,확인 터파기 결과 미누수,"152,730 ","152,730 ",0 ,0 ,"1,900 ","2,420 ","2,260 ",610 ,240 ,"1,230 ",460,"1,990",,,,,,213.0,38,,,,,미등록,,2023-07-18,35.878186,128.6480464
548,20230720-0131,07-20,동구 지저동 716-10,지하사유지,D15mm 계량기 보호통 교체,"798,390 ","716,490 ","81,900 ",0 ,"9,900 ","12,570 ","11,760 ","3,210 ","1,260 ","6,420 ","2,090","12,760",15.0,계량기보호통(실),계량기보호통,노후,0,208.0,92,,0 ,0 ,0 ,미등록,폐콘 0.1,2023-07-20,35.8957632,128.6368475
549,20230720-0023,07-20,동구 효목동 119-43,지하공도,D80*13mm 분기점 누수수선,"1,326,750 ","1,326,750 ",0 ,0 ,"16,960 ","21,530 ","20,150 ","5,500 ","2,170 ","11,000 ","3,890","21,940",15.0,부분기대,부분기대,노후,"2,053.68",213.0,26,0.2,268 ,236 ,32 ,등록,폐아 0.5,2023-07-20,35.8843198,128.6414224
553,20230724-0024,07-24,동구 효목동 50-41,지하공도,D40*13mm 분기점 누수수선,"1,027,100 ","1,027,100 ",0 ,0 ,"13,030 ","16,540 ","15,470 ","4,220 ","1,660 ","8,450 ","3,000","15,860",15.0,PFP관,이형관,노후,"1,900.08",213.0,24,0.1,134 ,118 ,16 ,등록,폐아 0.4,2023-07-24,35.8831892,128.6387796
559,20230726-0001,07-26,동구 효목동 140-17,지하공도,D25mm 직관부 누수수선,"790,580 ","790,580 ",0 ,0 ,"10,590 ","13,440 ","12,570 ","3,430 ","1,350 ","6,870 ","2,350","14,390",25.0,PE관,직관,노후,"5,953.2",213.0,26,,0 ,0 ,0 ,등록,,2023-07-26,35.8821661,128.6429327
562,20230727-0004,07-27,동구 신암동 331-3,지상사유지,D = 20mm 계량기실 누수수선,"140,800 ","140,800 ",0 ,0 ,"1,880 ","2,390 ","2,240 ",610 ,240 ,"1,220 ",420,"1,890",20.0,계량기보호통(실),접합부,노후,,212.0,20,,,,,미등록,,2023-07-27,35.8830088,128.6306061
329,20230404-0002,04-04,동구 율하동 875-6,지하공도,D100*13mm 구분기점 폐쇄,"1,168,330 ","1,168,330 ",0 ,0 ,"12,190 ","15,470 ","14,470 ","3,950 ","1,560 ","7,900 ","3,610","16,360",15.0,부분기대,부분기대,노후,513.36,233.0,250,0.1,134 ,118 ,16 ,등록,폐아 0.34톤,2023-04-04,35.8699266,128.69349
375,20230424-0497,04-24,동구 방촌동 1084-664,지하공도,D50mm 직관부 누수수선,"1,665,660 ","1,665,660 ",0 ,0 ,"23,290 ","29,560 ","27,660 ","7,550 ","2,980 ","15,110 ","4,700","29,020",50.0,스텐레스관,직관,노후,"34,632.24",227.0,138,,0 ,0 ,0 ,등록,폐콘 0.83톤,2023-04-24,35.8772086,128.6673832
406,20230509-0041,05-09,동구 지저동 662-21,지하공도,D25mm 직관부 누수수선,"920,920 ","920,920 ",0 ,0 ,"8,730 ","11,090 ","10,370 ","2,830 ","1,110 ","5,660 ","2,880","11,240",25.0,스텐레스관,직관,노후,"6,850.56",208.0,101-2,0.2,268 ,236 ,32 ,등록,폐아 0.34톤,2023-05-09,35.8964747,128.6411456
433,20230524-0097,05-24,동구 신암동 459-1,지상공도,D40mm 직관부 누수수선,"357,450 ","357,450 ",0 ,0 ,"3,730 ","4,740 ","4,430 ","1,210 ",470 ,"2,420 ","1,130","5,480",40.0,스텐레스관,직관,노후,7.99,216.0,16-2,0.0,0 ,0 ,0 ,등록,,2023-05-24,35.8780743,128.6139752
437,20230525-0005,05-25,동구 입석동 866-2,지하미누수,터파기 확인 결과 미누수,"1,417,590 ","1,417,590 ",0 ,0 ,"17,570 ","22,300 ","20,870 ","5,690 ","2,250 ","11,400 ","4,140","22,240",,,,,,210.0,108-1,0.3,403 ,354 ,49 ,미등록,폐아 0.71톤,2023-05-25,35.8931454,128.6489659
484,20230616-0004,06-16,동구 도동 343-1,지하공도,D25mm 직관부 누수수선,"415,740 ","415,740 ",0 ,0 ,"4,040 ","5,130 ","4,800 ","1,310 ",510 ,"2,620 ","1,320","7,580",25.0,스텐레스관,직관,노후,"8,884.32",206.0,72,,0 ,0 ,0 ,등록,,2023-06-16,35.9212285,128.6605658
531,20230712-0225,07-12,동구 신평동 520,지하공도,D25mm 직관부 누수수선,"242,940 ","242,940 ",0 ,0 ,"3,050 ","3,870 ","3,620 ",980 ,390 ,"1,980 ",730,"3,500",25.0,스텐레스관,직관,노후,"10,275.84",226.0,117,,0 ,0 ,0 ,등록,,2023-07-12,35.8827019,128.6783138
540,20230718-0044,07-18,동구 효목동 194-74,지하사유지,D13mm 인입선 누수수선,"463,250 ","463,250 ",0 ,0 ,"5,790 ","7,340 ","6,870 ","1,870 ",740 ,"3,750 ","1,370","8,620",15.0,스텐레스관,기타,부식,0,213.0,38,,0 ,0 ,0 ,미등록,폐콘 0.1,2023-07-18,35.8793005,128.6443353
543,20230718-0228,07-18,동구 신암동 113-12,지상사유지,D13mm 계량기 보호통 교체,"749,120 ","667,220 ","81,900 ",0 ,"9,610 ","12,200 ","11,410 ","3,110 ","1,230 ","6,230 ","1,930","12,500",15.0,계량기보호통(실),계량기보호통,노후,,209.0,1,,,,,미등록,폐콘 0.1,2023-07-18,35.8865423,128.6326739
547,20230720-0024,07-20,동구 효목동 131-14,지하사유지,D13mm 계량기 보호통 교체,"748,870 ","666,970 ","81,900 ",0 ,"9,610 ","12,200 ","11,410 ","3,110 ","1,230 ","6,230 ","1,930","12,500",15.0,계량기보호통(실),계량기보호통,노후,0,213.0,26,,0 ,0 ,0 ,미등록,폐콘 0.1,2023-07-20,35.8841819,128.6418215
552,20230724-0022,07-24,동구 효목동 50-35,지하사유지,D13mm 계량기 보호통 교체,"1,071,550 ","989,650 ","81,900 ",0 ,"15,650 ","19,870 ","18,590 ","5,070 ","2,000 ","10,150 ","2,790","18,560",15.0,계량기보호통(실),계량기보호통,노후,0,213.0,24,,0 ,0 ,0 ,미등록,폐콘 0.1,2023-07-24,35.8829925,128.6384142
555,20230724-0244,07-24,동구 효목동 87-7,지상사유지,D13mm 계량기 보호통 교체,"846,250 ","764,350 ","81,900 ",0 ,"11,090 ","14,080 ","13,170 ","3,590 ","1,420 ","7,190 ","2,200","14,270",15.0,계량기보호통(실),계량기보호통,노후,,214.0,27,,,,,미등록,폐콘 0.1,2023-07-24,35.8869081,128.6414754
556,20230724-0419,07-24,동구 효목동 196-4,지하미누수,확인 터파기 결과 하수도,"104,760 ","104,760 ",0 ,0 ,"1,160 ","1,480 ","1,380 ",370 ,140 ,750 ,320,"1,210",,,,,,213.0,38,,,,,미등록,,2023-07-24,35.8776279,128.6452808
565,20230731-0003,07-31,동구 미대동 268,지하공도,D25*15mm 구분기점 누수수선,"986,620 ","986,620 ",0 ,0 ,"8,710 ","11,060 ","10,350 ","2,820 ","1,110 ","5,650 ","3,140","13,780",15.0,스텐레스관,이형관,노후,"1,965.6",201.0,300,0.1,134 ,118 ,16 ,등록,폐아 0.3,2023-07-31,35.9597582,128.6689745
566,20230731-0011,07-31,동구 효목동 86-2,지하공도,D80*13mm 구분기점 누수수선,"656,630 ","656,630 ",0 ,0 ,"7,200 ","9,140 ","8,550 ","2,330 ",920 ,"4,670 ","2,000","9,050",15.0,부분기대,부분기대,노후,"1,260",213.0,26,0.1,134 ,118 ,16 ,등록,폐아 0.2,2023-07-31,35.8862079,128.6411413
568,20230801-0131,08-01,동구 신암동 88-14,지상사유지,D13mm 인입선 누수수선,"106,780 ","106,780 ",0 ,0 ,890 ,"1,130 ","1,050 ",280 ,110 ,570 ,350,"1,390",15.0,스텐레스관,직관,노후,,209.0,1,,,,,미등록,,2023-08-01,35.8891907,128.6324032
