NO,접수번호,부서,정산년월,지시번호,공사명,공사개요,공사유형,탐사구분,주소,접수일시,작업시작,작업종료,용도구분,구군,중구역번호,소구역번호,도로구분,누수관경,누수관종,누수부위,누수원인,손괴원인,누수시간,누수량,용수구분,"누수지점
GIS ID",GIS 입력
207,20221028-0229,북부사업소,202210,700 ,북구 산격로11길 40-1 (산격동) / 1161-55번지,D15 보호통 교체,지하-사유지,자체상시,산격동 1161-55,2022-10-28 13:39,,2022-10-28 16:00,배수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,노후,,151일,544 ,생활용수,,미대상
208,20221025-0569,북부사업소,202210,694 ,북구 연암공원로14길 3 (산격동) / 1163-17번지,D15 보호통 교체,지하-사유지,자체상시,산격동 1163-17,2022-10-25 16:57,,2022-10-25 18:30,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),계량기보호통,노후,,149일,358 ,생활용수,,미대상
209,20221024-0294,북부사업소,202210,690 ,북구 산격로13길 23 (산격동) / 1185-39번지,D15 보호통 교체,지상-사유지,,산격동 1185-39,2022-10-24 13:20,,2022-10-24 16:00,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),계량기보호통,노후,,,,생활용수,,미대상
210,20221024-0283,북부사업소,202210,689 ,북구 연암공원로20길 30-3 (산격동) / 1197-75번지,D15 보호통 교체,지상-사유지,,산격동 1197-75,2022-10-24 13:12,,2022-10-24 16:00,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),계량기보호통,노후,,,,생활용수,,미대상
211,20221013-0184,북부사업소,202210,672 ,북구 연암로4길 36 (산격동) / 1498-26번지,D15 계량기 접합부 수선,지하-사유지,용역일반,산격동 1498-26,2022-10-13 15:24,,2022-10-13 18:00,급수관,북구,0520,47,사유지,15 ,계량기보호통(실),계량기보호통,노후,,143일,86 ,생활용수,,미대상
212,20220923-0007,북부사업소,202209,639 ,북구 산격로11길 35-3 (산격동) / 1437-42번지,D15 보호통 하단부 수선,지상-사유지,,산격동 1437-42,2022-09-23 09:03,,2022-09-23 13:00,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),연결부,노후,,,,생활용수,,미대상
213,20220826-0019,북부사업소,202208,592 ,북구 대구체육관로11길 12-1 (산격동) / 1429-28번지,D15 앵글밸브 교체,지상-사유지,,산격동 1429-28,2022-08-26 09:12,,2022-08-26 13:00,급수관,북구,0520,47,사유지,15 ,계량기보호통(실),앵글밸브,노후,,,,생활용수,,미대상
214,20220725-0240,북부사업소,202207,528 ,북구 연암공원로8길 13 (산격동) / 1106-15번지,D15 보호통 교체,지상-사유지,,산격동 1106-15 (21.10.08 급수중지),2022-07-25 13:13,,2022-07-25 15:00,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,노후,,,,생활용수,,미대상
215,20220711-0567,북부사업소,202207,507 ,북구 산격로13길 35-20 (산격동) / 1186-28번지,D15 보호통 교체,지하-사유지,자체상시,산격동 1186-28,2022-07-11 16:27,,2022-07-11 18:00,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),계량기보호통,노후,,96일,461 ,생활용수,,미대상
216,20220711-0241,북부사업소,202207,505 ,"북구 대학로 103-4 (산격동,선경리슈빌) / 1324-5번지",D15 보호통 교체,지하-사유지,용역일반,산격동 1324-5,2022-07-11 10:10,,2022-07-11 14:00,급수관,북구,0520,49,사유지,15 ,계량기보호통(실),계량기보호통,노후,,96일,230 ,생활용수,,미대상
217,20220711-0239,북부사업소,202207,504 ,북구 대학로9길 27-1 (산격동) / 1413-34번지,D15 직관부 수선 및 보호통 교체,지하-사유지,용역일반,산격동 1413-34,2022-07-11 10:10,,2022-07-11 14:00,급수관,북구,0520,49,사유지,15 ,계량기보호통(실),연결부,노후,,96일,576 ,생활용수,,미대상
218,20220704-0539,북부사업소,202207,495 ,북구 산격로11길 36-12 (산격동) / 1434-88번지,D15 보호통 교체,지하-사유지,자체상시,산격동 1434-88,2022-07-04 16:57,,2022-07-04 18:00,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),계량기보호통,노후,,93일,558 ,생활용수,,미대상
219,20220704-0328,북부사업소,202207,494 ,북구 대학로9길 38-1 (산격동) / 1409-49번지,D15 보호통 교체,지상-사유지,,산격동 1409-49,2022-07-04 13:11,,2022-07-04 16:00,급수관,북구,0520,49,사유지,15 ,계량기보호통(실),계량기보호통,노후,,,,생활용수,,미대상
220,20220522-0139,북부사업소,202207,522 ,북구 구암로42길 11 (구암동) / 467번지,D15 STS 직관부 수선,지상-사유지,,구암동 467,2022-07-20 14:09,,2022-07-20 18:00,급수관,북구,0520,46-1,사유지,15 ,스텐레스관,직관,노후,,,,생활용수,,미대상
221,20220629-0297,북부사업소,202206,476 ,북구 대동로 2 (산격동) / 1234-1번지,제수변 철개입상,기타,,산격동 1234-1,2022-06-29 13:52,,2022-06-29 16:00,기타,북구,0520,48,,,,,,,,,생활용수,,미대상
222,20220621-0386,북부사업소,202206,450 ,"북구 연암공원로14길 48 (산격동,밸리채) / 1423-8번지",터파기결과 미누수,미누수,,산격동 1423-8,2022-06-21 17:59,,2022-06-21 20:00,,북구,0520,47,,,,,,,,,생활용수,,미대상
223,20220620-0419,북부사업소,202206,445 ,"북구 산격로13길 5-2 (산격동,원룸) / 1223-15번지",제수변 철개입상,기타,,산격동 1223-15,2022-06-20 16:19,,2022-06-20 20:00,기타,북구,0520,47,,,,,,,,,생활용수,,미대상
224,20220616-0276,북부사업소,202206,438 ,북구 산격로11길 36-5 (산격동) / 1434-48번지,D15보호통 교체,지하-사유지,자체상시,산격동 1434-48,2022-06-16 16:44,,2022-06-16 18:00,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,노후,,84일,504 ,생활용수,,미대상
225,20220613-0081,북부사업소,202206,431 ,북구 연암공원로14길 14-4 (산격동) / 1434-6번지,D15 보호통 교체,지하-사유지,용역일반,산격동 1434-6,2022-06-13 10:22,,2022-06-13 18:00,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,노후,,82일,492 ,생활용수,,미대상
226,20220613-0077,북부사업소,202206,430 ,북구 연암공원로14길 13-23 (산격동) / 1186-16번지,D15 보호통 교체,지하-사유지,용역일반,산격동 1186-16,2022-06-13 10:19,,2022-06-13 18:00,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),계량기보호통,노후,,82일,394 ,생활용수,,미대상
227,20220613-0075,북부사업소,202206,429 ,북구 산격로13길 14 (산격동) / 1221-11번지,D40X15 구분기점 폐쇄,지하-사유지,용역일반,산격동 1221-11,2022-06-13 10:14,,2022-06-13 14:30,급수관,북구,0520,47,사유지,15 ,PFP관,이형관,노후,,82일,236 ,생활용수,,미대상
228,20220609-0083,북부사업소,202206,425 ,북구 연암공원로7길 2-5 (산격동) / 1139-1번지,D80X15 DTC 분기대 교체,지하-공도,용역일반,산격동 1139-1,2022-06-09 09:46,,2022-06-09 15:00,배수관,북구,0520,46-1,공도,15 ,부분기대,부분기대,노후,,80일,403 ,생활용수,818026,입력
229,20220609-0081,북부사업소,202206,424 ,북구 연암로2길 31 (산격동) / 1498-177번지,D15 보호통 교체,지하-사유지,용역일반,산격동 1498-177,2022-06-09 09:45,,2022-06-09 13:00,급수관,북구,0520,47,사유지,15 ,계량기보호통(실),연결부,노후,,80일,384 ,생활용수,,미대상
230,20220531-0280,북부사업소,202205,406 ,북구 대구체육관로8길 13 (산격동) / 1497-6번지,D80X20 PFP 분기대 교체,지상-공도,,산격동 1497-6,2022-05-31 14:17,,2022-05-31 16:00,급수관,북구,0520,47,공도,20 ,부분기대,부분기대,노후,,3시간,1 ,생활용수,817925,입력
231,20220528-0020,북부사업소,202205,398 ,"북구 칠성시장로 87-5, 2동 (칠성동2가,칠성고전무용학원) / 403-18번지",D15 보호통 교체,지상-사유지,,칠성동2가 403-18 2동,2022-05-28 11:02,,2022-05-28 16:00,급수관,북구,0520,49,사유지,15 ,계량기보호통(실),계량기보호통,노후,,,,생활용수,,미대상
232,20220526-0082,북부사업소,202205,392 ,북구 대동로 30 (산격동) / 1266-1번지,D40 PFP 직관처리 및 일부 철거,지상-사유지,,산격동 1266-1 (주)희성홀딩스,2022-05-26 09:44,,2022-05-26 14:00,급수관,북구,0520,49,사유지,40 ,PFP관,이형관,노후,,,,생활용수,,미대상
233,20220524-0006,북부사업소,202205,386 ,북구 산격로14길 46-3 (산격동) / 1306-52번지,D40X15 구분기점 폐쇄1306-27번지선 이물질출수,지하-공도,자체상시,산격동 1306-52,2022-05-24 09:06,,2022-05-24 13:00,급수관,북구,0520,49,공도,15 ,부분기대,부분기대,노후,,72일,276 ,생활용수,817920,입력
234,20220523-0018,북부사업소,202205,378 ,북구 대동로 30 (산격동) / 1266-1번지,D40 스텐밸브 설치,지상-사유지,,산격동 1266-1 (주)희성홀딩스,2022-05-23 09:16,,2022-05-23 13:00,급수관,북구,0520,49,사유지,40 ,PFP관,이형관,타공사손괴,건축,,16 ,생활용수,,미대상
235,20220516-0006,북부사업소,202205,367 ,북구 대학로25길 30 (산격동) / 1311-69번지,D80 분기점 교체(누수방지새들)D15 STS 직관부 2.5미터 수선,지상-공도,,산격동 1311-69,2022-05-16 08:59,,2022-05-16 18:00,배수관,북구,0520,48,공도,15 ,부분기대,부분기대,노후,,3시간,1 ,생활용수,817914,입력
236,20220429-0545,북부사업소,202204,343 ,북구 대학로13길 51-17 (산격동) / 1246-6번지,D15 보호통 교체,지하-사유지,자체상시,산격동 1246-6,2022-04-29 16:58,,2022-05-03 09:30,급수관,북구,0520,48,사유지,15 ,계량기보호통(실),계량기보호통,노후,,60일,360 ,생활용수,,미대상
237,20220426-0031,북부사업소,202204,333 ,북구 대학로9길 86-1 (산격동) / 1241-11번지,D80X15 DTC 분기대 교체,지하-공도,용역일반,산격동 1241-11,2022-04-26 09:44,,2022-04-27 16:30,배수관,북구,0520,48,공도,15 ,부분기대,부분기대,노후,,58일,348 ,생활용수,817901,입력
238,20220420-0352,북부사업소,202204,311 ,북구 연암공원로8길 20-1 (산격동) / 1102-7번지,확인굴착 결과 미누수,미누수,,산격동 1102-7,2022-04-20 16:08,,2022-04-20 17:40,,북구,0520,46-1,,,,,,,,,,,미입력
239,20220416-0012,북부사업소,202204,301 ,"북구 산격로8길 35-1 (산격동,화창한약국) / 1313-61번지",D15 앵글밸브 수선,지상-사유지,,산격동 1313-61,2022-04-16 10:51,,2022-04-16 13:00,급수관,북구,0520,49,사유지,15 ,계량기보호통(실),계량기보호통,노후,,,,생활용수,,미대상
240,20220405-0240,북부사업소,202204,276 ,북구 대구체육관로12길 27 (산격동) / 1433-42번지,D15 앵글밸브 수선,지상-사유지,,산격동 1433-42,2022-04-05 14:10,,2022-04-05 18:00,급수관,북구,0520,47,사유지,15 ,계량기보호통(실),앵글밸브,노후,,,,생활용수,,미대상
241,20220330-0014,북부사업소,202203,255 ,북구 산격로 82-9 (산격동) / 1231-19번지,D40X15 접합부 교체,지하-사유지,자체상시,산격동 1231-19,2022-03-30 08:58,,2022-03-31 11:30,급수관,북구,0520,48,사유지,15 ,PFP관,이형관,노후,,45일,173 ,생활용수,,미대상
242,20220303-0055,북부사업소,202203,183 ,북구 연암공원로14길 41 (산격동) / 1226-8번지,D80X15 DTC 분기대 교체,지하-공도,용역일반,산격동 1226-8,2022-03-03 09:23,,2022-03-03 15:00,배수관,북구,0520,47,공도,15 ,부분기대,부분기대,노후,,31일,260 ,생활용수,817654,입력
243,20220303-0052,북부사업소,202203,182 ,북구 산격로서9길 8-43 (산격동) / 1437-40번지,D40X15 EPS 접합부 교체,지하-사유지,용역일반,산격동 1437-40,2022-03-03 09:22,,2022-03-03 15:00,급수관,북구,0520,24-3,사유지,15 ,에폭시강관,이형관,노후,,31일,149 ,생활용수,,미대상
244,20220228-0517,북부사업소,202202,162 ,북구 연암공원로10길 25-4 (산격동) / 1436-7번지,D15 앵글밸브 수선,지상-사유지,,산격동 1436-7,2022-02-28 14:36,,2022-02-28 15:30,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),앵글밸브,노후,,,,생활용수,,미대상
245,20220224-0576,북부사업소,202202,156 ,북구 연암공원로32길 62-18 (산격동) / 1197-107번지,D15 보호통 교체,지상-사유지,,산격동 1197-107,2022-02-24 17:13,,2022-02-24 18:30,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),계량기보호통,노후,,,,생활용수,,미대상
246,20220222-0428,북부사업소,202202,150 ,북구 대동로8길 3-7 (산격동) / 1268-11번지,D15 앵글밸브 수선,지상-사유지,,산격동 1268-11,2022-02-22 16:21,,2022-02-22 18:00,급수관,북구,0520,49,사유지,15 ,계량기보호통(실),앵글밸브,노후,,,,생활용수,,미대상
247,20220218-0217,북부사업소,202202,140 ,북구 산격로 39-2 (산격동) / 1425-3번지,D15 보호통 교체,지하-사유지,용역일반,산격동 1425-3,2022-02-18 13:08,,2022-02-21 16:30,급수관,북구,0520,47,사유지,15 ,계량기보호통(실),계량기보호통,노후,,25일,126 ,생활용수,,미대상
248,20220213-0004,북부사업소,202202,119 ,"북구 산격로10길 15 (산격동,반올림피자샵) / 1407-41번지",D15 계량기 접합부 수선,지상-사유지,,산격동 1407-41,2022-02-13 12:22,,2022-02-13 16:00,급수관,북구,0520,48,사유지,15 ,계량기보호통(실),접합부,노후,,,,생활용수,,미대상
249,20220207-0040,북부사업소,202202,96 ,북구 연암로12길 6-6 (산격동) / 1016번지,D15 보호통 교체,지하-사유지,용역일반,산격동 1016,2022-02-07 09:34,,2022-02-14 14:00,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,노후,,19일,146 ,생활용수,,미대상
250,20220207-0037,북부사업소,202202,95 ,북구 연암공원로11길 13-1 (산격동) / 1180-77번지,D150X15 분기대 교체,지하-공도,용역일반,산격동 1180-77,2022-02-07 09:31,,2022-02-07 11:30,급수관,북구,0520,46-1,공도,15 ,부분기대,부분기대,노후,,19일,114 ,생활용수,817624,입력
251,20220207-0031,북부사업소,202202,94 ,북구 연암공원로 37-6 (산격동) / 1133번지,D25 STS 접합부 수선,지하-사유지,용역일반,산격동 1133,2022-02-07 09:26,,2022-02-14 12:00,급수관,북구,0520,46-1,사유지,15 ,스텐레스관,이형관,노후,,19일,27 ,생활용수,,미대상
252,20220117-0498,북부사업소,202201,42 ,북구 연암로 56-1 (산격동) / 1018-1번지,D15 보호통 교체D15 엑셀와사관 철거,지하-사유지,자체상시,산격동 1018-1,2022-01-17 18:00,,2022-01-17 19:30,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,노후,,9일,54 ,생활용수,,미대상
253,20220112-0012,북부사업소,202201,26 ,"북구 연암로4길 35 (산격동,온누리어린이집) / 1401-4번지",D100X25 분기대 교체,지상-공도,,산격동 1401-4,2022-01-12 09:13,,2022-01-12 13:30,급수관,북구,0520,47,공도,25 ,부분기대,부분기대,노후,,2시간,1 ,생활용수,817024,입력
254,20220106-0361,북부사업소,202201,15 ,북구 연암공원로 90-10 (산격동) / 1185-10번지,D15 보호통 교체,지상-사유지,,산격동 1185-10,2022-01-06 15:08,,2022-01-06 17:00,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),계량기보호통,노후,,,,생활용수,,미대상
