cluster_id,중복_건수,평균_재작업_간격(일),최소_간격(일),최대_간격(일),기간,작업타입_패턴,구군,대표_주소
6181,3,164.0,128,200,2008-11-20 ~ 2009-10-15,지상누수 → 지상누수 → 지상누수,,
9793,3,164.5,41,288,2012-01-18 ~ 2012-12-13,지상누수 → 지상누수 → 지상누수,,
13038,2,1640.0,1640,1640,2016-10-17 ~ 2021-04-15,지상누수 → 지하누수,,
17269,2,1640.0,1640,1640,2014-11-24 ~ 2019-05-23,지하누수 → 지하누수,,
9509,3,1640.0,1470,1810,2007-11-05 ~ 2016-10-29,지하누수 → 지상누수 → 지상누수,,
6572,3,1640.0,1640,1640,2009-06-01 ~ 2013-11-28,지상누수 → 지하누수 → 지하누수,,
13152,3,1640.5,0,3281,2007-11-08 ~ 2016-11-01,지하누수 → 지상누수 → 긴급공사,,
52,3,1640.5,950,2331,2011-12-28 ~ 2020-12-23,지상누수 → 지상누수 → 지상누수,,
5622,5,1640.7,897,2537,2008-06-03 ~ 2021-11-26,지상누수 → 지하누수 → 지하누수 → 지상누수 → 관리대장,,
13083,2,1641.0,1641,1641,2016-10-06 ~ 2021-04-05,지상누수 → 지하누수,,
18408,3,1641.0,1641,1641,2017-11-03 ~ 2022-05-02,지하누수 → 지하누수 → 지하누수,,
11648,3,1641.0,604,2678,2012-08-31 ~ 2021-08-27,지하누수 → 지상누수 → 지상누수,,
16711,4,1641.5,1612,1671,2013-01-17 ~ 2022-01-14,지하누수 → 지하누수 → 지하누수 → 관리대장,,
8983,2,1642.0,1642,1642,2011-07-20 ~ 2016-01-18,지상누수 → 지상누수,,
13715,2,1642.0,1642,1642,2016-11-09 ~ 2021-05-10,지상누수 → 지하누수,,
9029,3,1643.0,861,2425,2011-04-21 ~ 2020-04-20,지상누수 → 지상누수 → 지하누수,,
11410,2,1643.0,1643,1643,2009-05-01 ~ 2013-10-30,지하누수 → 지상누수,,
13984,2,1643.0,1643,1643,2017-06-08 ~ 2021-12-07,지상누수 → 지상누수,,
11299,2,1643.0,1643,1643,2014-01-22 ~ 2018-07-24,지상누수 → 지상누수,,
3295,3,1644.0,1644,1644,2012-05-31 ~ 2016-11-30,지하누수 → 지상누수 → 지상누수,,
9576,2,1644.0,1644,1644,2011-09-15 ~ 2016-03-16,지상누수 → 지상누수,,
13710,2,1644.0,1644,1644,2017-01-20 ~ 2021-07-22,지상누수 → 지상누수,,
1682,4,1645.0,54,3236,2011-10-17 ~ 2020-10-19,지하누수 → 지상누수 → 지하누수 → 지하누수,,
4187,5,1645.0,710,2580,2009-02-04 ~ 2018-02-07,지상누수 → 지상누수 → 지상누수 → 지상누수 → 지하누수,,
14900,3,1645.0,38,3252,2009-08-20 ~ 2018-08-24,지하누수 → 지상누수 → 지상누수,,
1371,3,1645.5,335,2956,2011-09-14 ~ 2020-09-18,지상누수 → 지상누수 → 지상누수,,
11701,3,1646.0,1500,1792,2009-05-11 ~ 2018-05-17,지하누수 → 지상누수 → 지하누수,,
6109,2,1646.0,1646,1646,2008-11-17 ~ 2013-05-22,지상누수 → 지하누수,,
