wkt_geom,FTR_CDE,FTR_IDN,HJD_CDE,SHT_NUM,MNG_CDE,IST_YMD,SAA_CDE,MOP_CDE,STD_DIP,BYC_LEN,JHT_CDE,LOW_DEP,HGH_DEP,CNT_NUM,SYS_CHK,PIP_LBL,GIS_IDN,FTC_CDE,CLS_YMD,MET_IDN,GU_CDE,SMZ_NUM,MDZ_NUM,LGZ_NUM,AVG_DEP,FNS_YMD,WTP_CDE,RMK_TXT
"MultiLineString ((1099829.87189576006494462 1767018.33458874002099037, 1099828.03630483988672495 1767018.32462997990660369, 1099828.1284293900243938 1767012.27420145994983613))",SA002,212323,2723063000,35803045,54000,19950626,,1,13,15,,0,0,1.80001E+12,1,,212323,SA006,,156328,B,490,520,P0,0,,,
"MultiLineString ((1099806.20412218989804387 1767009.33268428989686072, 1099791.48813485004939139 1767009.44051959994249046, 1099791.4424925500061363 1767012.43929403997026384))",SA002,38872,2723063000,35803045,54000,19940121,,1,13,18,,0,0,1.80001E+12,1,,38872,SA006,,68160,B,490,520,P0,0,,,
"MultiLineString ((1099903.84661410003900528 1767090.54977152007631958, 1099905.37435173010453582 1767090.60127094993367791, 1099905.37435872992500663 1767088.38986582006327808, 1099906.21763252001255751 1767088.4112337299156934))",SA002,72388,2723063000,35803045,54000,20070820,,1,13,3,,0,0,2.00708E+12,1,07월 13일,72388,SA006,,61813,B,480,520,P0,0,,,
"MultiLineString ((1099772.81001862999983132 1767011.6325395000167191, 1099779.43621433991938829 1767011.74147587991319597, 1099779.44251211010850966 1767014.74006495997309685))",SA002,178193,2723063000,35803045,54000,19910527,,1,13,4,,0,0,1.80001E+12,1,,178193,SA006,,170035,B,490,520,P0,0,,,
"MultiLineString ((1099809.26080625993199646 1767007.41654845001176, 1099812.25961105991154909 1767007.46022599004209042))",SA002,143961,2723063000,35803045,54000,19940811,,1,13,4,,0,0,1.80001E+12,1,,143961,SA006,,61602,B,490,520,P0,0,,,
"MultiLineString ((1099898.38669476006180048 1767056.21264255000278354, 1099899.65290946001186967 1767056.2374711399897933, 1099901.15729109989479184 1767056.26691048010252416))",SA002,245388,2723063000,35803045,54000,19930823,,1,13,6,,0,0,1.80001E+12,1,,245388,SA006,,136697,B,480,520,P0,0,,,
"MultiLineString ((1099782.65221815998665988 1767061.3306822800077498, 1099785.70438015996478498 1767061.35316930990666151))",SA002,72393,2723063000,35803045,54000,19930216,,1,13,4,,0,0,1.80001E+12,1,,72393,SA006,,48048,B,480,520,P0,0,,,
"MultiLineString ((1099794.20984781999140978 1767044.2837485100608319, 1099794.18252728995867074 1767041.28486461006104946))",SA002,107411,2723063000,35803045,54000,19941221,,1,13,8,,0,0,1.80001E+12,1,,107411,SA006,,116532,B,490,520,P0,0,,,
"MultiLineString ((1099825.17773977993056178 1767002.04998592007905245, 1099825.72875366010703146 1767004.99786947993561625))",SA002,246321,2723063000,35803045,54000,19901118,,1,13,4,,0,0,1.80001E+12,1,,246321,SA006,,116547,B,490,520,P0,0,,,
"MultiLineString ((1099874.53825787990354002 1767060.7436280099209398, 1099878.05902803991921246 1767060.78122581006027758))",SA002,106513,2723063000,35803045,54000,19900518,,1,13,3,,0,0,1.80001E+12,1,,106513,SA006,,176937,B,480,520,P0,0,,,
"MultiLineString ((1099893.50933421007357538 1767041.65394827001728117, 1099893.60692117991857231 1767039.1868815200868994))",SA002,211318,2723063000,35803045,54000,20011227,,9,80,16,,0,0,2.00111E+12,1,,211318,SA006,,14588,B,480,520,P0,0,,,
"MultiLineString ((1099890.76864426000975072 1767092.34521944005973637, 1099889.59100986993871629 1767090.10172666003927588))",SA002,72387,2723063000,35803045,54000,19910209,,1,13,19,,0,0,1.80001E+12,1,,72387,SA006,,176934,B,480,520,P0,0,,,
"MultiLineString ((1099898.29239057004451752 1767070.14975716988556087, 1099895.82211555005051196 1767070.13314285990782082))",SA002,143082,2723063000,35803045,54000,19880430,,1,13,7,,0,0,1.80001E+12,1,,143082,SA006,,156553,B,480,520,P0,0,,,
"MultiLineString ((1099881.32282989006489515 1767067.05886246007867157, 1099883.79297903995029628 1767067.08549730991944671))",SA002,142927,2723063000,35803045,54000,19900504,,1,13,9,,0,0,1.80001E+12,1,,142927,SA006,,55349,B,480,520,P0,0,,,
"MultiLineString ((1099770.02324511995539069 1767011.65009010001085699, 1099769.97760279010981321 1767014.64886433002538979))",SA002,143970,2723063000,35803045,54000,19910529,,1,13,4,,0,0,1.80001E+12,1,,143970,SA006,,176723,B,490,520,P0,0,,,
"MultiLineString ((1099898.35284632002003491 1767061.32524991990067065, 1099895.3306568400003016 1767061.30521629005670547))",SA002,245389,2723063000,35803045,54000,19881209,,1,13,9,,0,0,1.80001E+12,1,,245389,SA006,,34693,B,480,520,P0,0,,,
"MultiLineString ((1099879.14460006006993353 1767067.03564221994020045, 1099879.16999380989000201 1767068.75919860997237265))",SA002,245229,2723063000,35803045,54000,19921224,,1,13,6,,0,0,1.80001E+12,1,,245229,SA006,,196703,B,480,520,P0,0,,,
"MultiLineString ((1099809.21793396002613008 1767032.09049870003946126, 1099812.21487875003367662 1767032.19315989990718663))",SA002,4766,2723063000,35803045,54000,19930714,,1,13,3,,0,0,2.00203E+12,1,,4766,SA006,,176718,B,490,520,P0,0,,,
"MultiLineString ((1099829.7228058900218457 1767034.42145504988729954, 1099832.72211884008720517 1767034.43021635990589857))",SA002,4771,2723063000,35803045,54000,19950621,,1,13,6,,0,0,1.80001E+12,1,,4771,SA006,,149778,B,490,520,P0,0,,,
"MultiLineString ((1099782.69353833002969623 1767055.40036221989430487, 1099780.22228190000168979 1767055.38373296009376645))",SA002,106515,2723063000,35803045,54000,19880629,,1,13,8,,0,0,1.80001E+12,1,,106515,SA006,,61818,B,480,520,P0,0,,,
"MultiLineString ((1099829.79871847992762923 1767026.2871105601079762, 1099832.79747990006580949 1767026.33179829991422594))",SA002,107409,2723063000,35803045,54000,19950621,,1,13,6,,0,0,1.80001E+12,1,,107409,SA006,,189832,B,490,520,P0,0,,,
"MultiLineString ((1099829.03928144997917116 1767001.64087588991969824, 1099833.03363421000540257 1767001.4407676700502634))",SA002,143962,2723063000,35803045,54000,19901118,,1,13,6,,0,0,1.80001E+12,1,,143962,SA006,,74933,B,490,520,P0,0,,,
"MultiLineString ((1099791.04835602990351617 1767044.28560804994776845, 1099791.25181242008693516 1767031.3890035399235785))",SA002,178163,2723063000,35803045,54000,19920407,,1,13,6,,0,0,1.80001E+12,1,,178163,SA006,,8034,B,490,520,P0,0,,,
"MultiLineString ((1099806.13813426997512579 1767019.260139079997316, 1099803.1393601200543344 1767019.21446862001903355))",SA002,178201,2723063000,35803045,54000,20151012,,1,25,5,,0,0,2.01509E+12,1,25-15,178201,SA006,,123106,B,490,520,P0,0,,,
"MultiLineString ((1099809.24636459001339972 1767015.32491231011226773, 1099812.24598412006162107 1767015.31368931010365486))",SA002,38862,2723063000,35803045,54000,19920803,,1,13,4,,0,0,1.80001E+12,1,,38862,SA006,,170032,B,490,520,P0,0,,,
"MultiLineString ((1099903.84661410003900528 1767090.54977152007631958, 1099902.85718821990303695 1767086.45747755002230406))",SA002,106510,2723063000,35803045,54000,19941107,,1,13,8,,0,0,1.80001E+12,1,13-94,106510,SA006,,28035,B,480,520,P0,0,,,
"MultiLineString ((1099806.0899777899030596 1767058.05426219990476966, 1099801.86577248992398381 1767058.05199151998385787))",SA002,177293,2723063000,35803045,54000,19880517,,1,13,12,,0,0,2.0011E+12,1,,177293,SA006,,88314,B,480,520,P0,0,,,
"MultiLineString ((1099903.83644885011017323 1767094.24398447992280126, 1099900.69707366009242833 1767094.23517796001397073))",SA002,37957,2723063000,35803045,54000,19980316,,1,13,6,,0,0,1.99803E+12,1,,37957,SA006,,48068,B,480,520,P0,0,,,
"MultiLineString ((1099809.2130982899107039 1767034.37507456005550921, 1099812.21190012991428375 1767034.42077367007732391))",SA002,107400,2723063000,35803045,54000,19871116,,1,13,2,,0,0,1.80001E+12,1,,107400,SA006,,101406,B,490,520,P0,0,,,
"MultiLineString ((1099789.15970204002223909 1767044.28682222007773817, 1099789.14840766997076571 1767041.2882124800235033))",SA002,4778,2723063000,35803045,54000,19920407,,1,13,5,,0,0,1.80001E+12,1,,4778,SA006,,149783,B,490,520,P0,0,,,
"MultiLineString ((1099806.08821836998686194 1767059.94093352998606861, 1099801.64008781011216342 1767059.93719040998257697))",SA002,177294,2723063000,35803045,54000,19931130,,1,13,12,,0,0,1.80001E+12,1,,177294,SA006,,203240,B,480,520,P0,0,,,
"MultiLineString ((1099913.07738912990316749 1767048.55226292996667325, 1099913.02468004007823765 1767052.20884913997724652))",SA002,245387,2723063000,35803045,54000,19890909,,1,13,3,,0,0,1.80001E+12,1,,245387,SA006,,88311,B,480,520,P0,0,,,
"MultiLineString ((1099926.3159296300727874 1767048.6249213800765574, 1099926.2627251900266856 1767052.9062916599214077))",SA002,245386,2723063000,35803045,54000,20050214,,1,20,3,,0,0,2.00502E+12,1,,245386,SA006,,8262,B,480,520,P0,0,,,
"MultiLineString ((1099966.94322822010144591 1767030.50461153010837734, 1099969.9423707399982959 1767030.52822142001241446))",SA002,73245,2723063000,35803045,54000,19931225,,1,20,6,,0,0,1.80001E+12,1,,73245,SA006,,21286,B,490,520,P0,0,,,
"MultiLineString ((1099988.78657701006159186 1767045.39369537006132305, 1099988.87885378999635577 1767039.37178933992981911))",SA002,107333,2723063000,35803045,54000,20111110,,1,20,6,,0,0,2.0111E+12,1,11월 20일,107333,SA006,,88127,B,490,520,P0,0,,,
"MultiLineString ((1099767.71414729999378324 1767087.30547489994205534, 1099771.47776019992306828 1767087.28989459993317723))",SA002,37964,2723063000,35803045,54000,19931120,,1,13,12,,0,0,1.80001E+12,1,13-93,37964,SA006,,143388,B,480,520,P0,0,19931120,SS002,
"MultiLineString ((1099782.60902094002813101 1767065.25277021992951632, 1099786.95682868990115821 1767065.28299134992994368))",SA002,106516,2723063000,35803045,54000,19990913,,1,13,6,,0,0,1.99908E+12,1,,106516,SA006,,34695,B,480,520,P0,0,,,
"MultiLineString ((1100013.51436772011220455 1767035.07621345994994044, 1100010.63956653000786901 1767035.03241793997585773))",SA002,73232,2723063000,35803045,54000,19920930,,1,13,8,,0,0,1.80001E+12,1,,73232,SA006,,27829,B,490,520,P0,0,,,
"MultiLineString ((1100001.37206670991145074 1767016.33356928988359869, 1099998.37246793997474015 1767016.3378302298951894))",SA002,107338,2723063000,35803045,54000,19951009,,1,13,8,,0,0,1.80001E+12,1,,107338,SA006,,143186,B,490,520,P0,0,,,
"MultiLineString ((1100015.78708171006292105 1767007.69626556010916829, 1100019.35259986994788051 1767007.75058004003949463))",SA002,106328,2723063000,35803045,54000,20011221,,1,25,4,,0,0,2.00112E+12,1,01월 25일,106328,SA006,,149788,B,490,520,P0,0,,,
"MultiLineString ((1099980.23181106010451913 1767015.28067935002036393, 1099980.11553249997086823 1767017.92842624988406897))",SA002,107317,2723063000,35803045,54000,19900613,,1,13,4,,0,0,1.80001E+12,1,,107317,SA006,,47863,B,490,520,P0,0,,,
"MultiLineString ((1100015.72755053010769188 1767011.57416963996365666, 1100019.23513037990778685 1767011.65729725989513099))",SA002,143896,2723063000,35803045,54000,20100528,,1,25,3,,0,0,2.01005E+12,1,10월 25일,143896,SA006,,189844,B,490,520,P0,0,,,
"MultiLineString ((1100013.69399891002103686 1767013.48313282011076808, 1100010.19776758993975818 1767013.33740544994361699))",SA002,73250,2723063000,35803045,54000,20121207,,1,25,3,,0,0,2.01211E+12,1,12월 25일,73250,SA006,,68173,B,490,520,P0,0,,,
"MultiLineString ((1099806.06889655999839306 1767088.78255085996352136, 1099802.70154401008039713 1767088.78026704001240432))",SA002,177295,2723063000,35803045,54000,19960709,,1,13,6,,0,0,1.80001E+12,1,,177295,SA006,,61796,B,480,520,P0,0,,,
"MultiLineString ((1099966.91764699993655086 1767019.84508624998852611, 1099969.91642531007528305 1767019.88876349991187453))",SA002,212260,2723063000,35803045,54000,19930410,,1,13,4,,0,0,1.80001E+12,1,,212260,SA006,,123123,B,490,520,P0,0,,,
"MultiLineString ((1099810.19127105991356075 1767062.122063779970631, 1099814.64287305995821953 1767062.16485528997145593))",SA002,245393,2723063000,35803045,54000,19920110,,1,13,6,,0,0,1.80001E+12,1,,245393,SA006,,176930,B,480,520,P0,0,,,
"MultiLineString ((1099809.94429029989987612 1767087.52780713001266122, 1099812.5744706098921597 1767087.55386688001453876))",SA002,72385,2723063000,35803045,54000,19940702,,1,25,2,,0,0,2.01612E+12,1,25-16,72385,SA006,,209825,B,480,520,P0,0,,,
"MultiLineString ((1100028.19419272989034653 1767051.06602960010059178, 1100028.18732480006292462 1767054.47233744990080595))",SA002,106494,2723063000,35803045,54000,20010828,,1,13,8,,0,0,2.00108E+12,1,,106494,SA006,,8263,B,480,520,P0,0,,,
"MultiLineString ((1099771.72924715001136065 1767075.50374503992497921, 1099779.64294049004092813 1767075.6263278101105243))",SA002,143084,2723063000,35803045,54000,19941220,,1,13,12,,0,0,1.80001E+12,1,,143084,SA006,,196699,B,480,520,P0,0,,,
"MultiLineString ((1099782.63005722989328206 1767064.35977228009141982, 1099778.75614804006181657 1767064.33281163009814918))",SA002,245394,2723063000,35803045,54000,19941123,,1,13,6,,0,0,1.80001E+12,1,,245394,SA006,,209824,B,480,520,P0,0,,,
"MultiLineString ((1100016.27474096999503672 1767023.73028327990323305, 1100019.27389863994903862 1767023.75293880002573133))",SA002,212273,2723063000,35803045,54000,19950621,,1,13,6,,0,0,1.80001E+12,1,,212273,SA006,,110196,B,490,520,P0,0,,,
"MultiLineString ((1100012.98838805989362299 1767051.03641624003648758, 1100012.98152176989242435 1767054.57063007005490363))",SA002,245375,2723063000,35803045,54000,19930810,,1,13,10,,0,0,1.80001E+12,1,,245375,SA006,,14777,B,480,520,P0,0,,,
"MultiLineString ((1099810.16293059010058641 1767065.03615150996483862, 1099814.19557738001458347 1767065.07554344995878637))",SA002,245392,2723063000,35803045,54000,19960523,,1,13,7,,0,0,1.80001E+12,1,,245392,SA006,,48042,B,480,520,P0,0,,,
"MultiLineString ((1100016.23771791998296976 1767033.90692724008113146, 1100019.23649420007131994 1767033.95259787002578378))",SA002,143895,2723063000,35803045,54000,19931227,,1,20,3,,0,0,1.80001E+12,1,,143895,SA006,,129905,B,490,520,P0,0,,,
"MultiLineString ((1099966.86857922002673149 1766998.77904459997080266, 1099969.86735752993263304 1766998.82272164011374116))",SA002,73246,2723063000,35803045,54000,19930505,,1,13,6,,0,0,1.80001E+12,1,,73246,SA006,,14597,B,490,520,P0,0,,,
"MultiLineString ((1100001.31742899003438652 1767025.69904670002870262, 1099998.31864033010788262 1767025.65236529009416699))",SA002,212272,2723063000,35803045,54000,19951009,,1,13,4,,0,0,1.80001E+12,1,,212272,SA006,,1645,B,490,520,P0,0,,,
"MultiLineString ((1100013.77622936991974711 1767003.57475830009207129, 1100010.77742550009861588 1767003.52905947994440794))",SA002,212271,2723063000,35803045,54000,19941110,,1,13,8,,0,0,1.80001E+12,1,,212271,SA006,,183346,B,490,520,P0,0,,,
"MultiLineString ((1099966.87761010997928679 1767002.5194824100472033, 1099969.87683474994264543 1767002.53225664002820849))",SA002,212261,2723063000,35803045,54000,19940317,,1,13,6,,0,0,1.80001E+12,1,,212261,SA006,,47858,B,490,520,P0,0,,,
"MultiLineString ((1100001.25420201011002064 1767036.47621646989136934, 1099998.25597367994487286 1767036.3985215499997139))",SA002,38801,2723063000,35803045,54000,19951009,,1,13,2,,0,0,1.80001E+12,1,,38801,SA006,,209631,B,490,520,P0,0,,,
"MultiLineString ((1099981.14050086005590856 1767015.29454478994011879, 1099981.18542235996574163 1767012.34272553003393114))",SA002,107318,2723063000,35803045,54000,19911102,,1,13,4,,0,0,1.80001E+12,1,,107318,SA006,,81523,B,490,520,P0,0,,,
"MultiLineString ((1099993.08945205993950367 1767050.99724937998689711, 1099993.08415200002491474 1767053.71073735994286835))",SA002,3846,2723063000,35803045,54000,19911227,,1,13,10,,0,0,1.80001E+12,1,,3846,SA006,,14782,B,480,520,P0,0,,,
"MultiLineString ((1100013.79468780988827348 1767001.27326474990695715, 1100000.76170258992351592 1767000.9903157299850136, 1100000.75709523004479706 1767002.58887502993457019))",SA002,178120,2723063000,35803045,54000,20110831,,1,20,13,,0,0,2.01108E+12,1,11월 20일,178120,SA006,,203040,B,490,520,P0,0,,,
"MultiLineString ((1099806.0756678800098598 1767079.10997098009102046, 1099803.08426093007437885 1767079.06719237007200718))",SA002,461741,2723063000,35803045,54000,20190902,,1,40,4,,0,0,2.01907E+12,1,40-19,461741,SA006,,332915,B,480,520,P0,0,,,
"MultiLineString ((1099838.86591549008153379 1766927.24077459005638957, 1099835.86727721011266112 1766927.2520696900319308))",SA002,107406,2723063000,35803045,54000,19880712,,1,13,3,,0,0,1.80001E+12,1,,107406,SA006,,123116,B,490,520,P0,0,,,
"MultiLineString ((1099915.19673858000896871 1767063.69439258007332683, 1099918.34388772002421319 1767063.71435127989389002))",SA002,3862,2723063000,35803045,54000,19960527,,1,13,3,,0,0,1.80001E+12,1,,3862,SA006,,183525,B,480,520,P0,0,,,
"MultiLineString ((1099964.39251502999104559 1767061.17125851009041071, 1099960.56192495999857783 1767061.05998231004923582))",SA002,37960,2723063000,35803045,54000,19880615,,1,13,12,,0,0,1.80001E+12,1,,37960,SA006,,61819,B,480,520,P0,0,,,
"MultiLineString ((1099828.70559709006920457 1766935.65046512009575963, 1099833.27915304992347956 1766935.63111769990064204))",SA002,73301,2723063000,35803045,54000,19950621,,1,13,8,,0,0,1.80001E+12,1,,73301,SA006,,129894,B,490,520,P0,0,,,
"MultiLineString ((1099793.18385684001259506 1766943.20106224995106459, 1099793.09138460992835462 1766945.39717842009849846))",SA002,178199,2723063000,35803045,54000,19880520,,1,13,5,,0,0,1.80001E+12,1,,178199,SA006,,68169,B,490,520,P0,0,,,
"MultiLineString ((1099949.43753824010491371 1767052.77811715006828308, 1099945.38667438994161785 1767052.7182884500361979))",SA002,37961,2723063000,35803045,54000,20040612,,1,20,2,,0,0,2.00405E+12,1,,37961,SA006,,48061,B,480,520,P0,0,,,
"MultiLineString ((1099806.55695111001841724 1766956.23443788010627031, 1099788.59853824996389449 1766956.07686276989988983))",SA002,38870,2723063000,35803045,54000,19940121,,1,13,18,,0,0,1.80001E+12,1,,38870,SA006,,116537,B,490,520,P0,0,,,
"MultiLineString ((1099806.5435389201156795 1766958.29684322001412511, 1099803.54476475995033979 1766958.25117338006384671))",SA002,38871,2723063000,35803045,54000,19881229,,1,13,13,,0,0,1.80001E+12,1,,38871,SA006,,110194,B,490,520,P0,0,,,
"MultiLineString ((1099827.98360485001467168 1766947.73936139000579715, 1099835.60452968999743462 1766947.85542510007508099))",SA002,107403,2723063000,35803045,54000,19911012,,1,13,15,,0,0,1.80001E+12,1,,107403,SA006,,47852,B,490,520,P0,0,,,
"MultiLineString ((1099768.93221311992965639 1766943.13362905010581017, 1099765.93429891997948289 1766943.0319645400159061))",SA002,212326,2723063000,35803045,54000,19940318,,1,13,12,,0,0,1.80001E+12,1,,212326,SA006,,14581,B,490,520,P0,0,,,
"MultiLineString ((1099823.67974277003668249 1766947.71579639008268714, 1099823.57703967997804284 1766950.71369519992731512))",SA002,178188,2723063000,35803045,54000,19911012,,1,13,15,,0,0,1.80001E+12,1,,178188,SA006,,116544,B,490,520,P0,0,,,
"MultiLineString ((1099814.71100762998685241 1766947.66716711991466582, 1099814.72732703993096948 1766950.66585424006916583))",SA002,73300,2723063000,35803045,54000,19911012,,1,13,15,,0,0,1.80001E+12,1,,73300,SA006,,110191,B,490,520,P0,0,,,
"MultiLineString ((1099809.38922700006514788 1766933.34267337992787361, 1099812.38805071008391678 1766933.38329038000665605))",SA002,143963,2723063000,35803045,54000,19990909,,1,13,12,,0,0,1.99908E+12,1,,143963,SA006,,55164,B,490,520,P0,0,,,
"MultiLineString ((1099806.61820714990608394 1766945.38430813001468778, 1099803.13811056991107762 1766945.36726874997839332))",SA002,106336,2723063000,35803045,54000,19930719,,1,13,13,,0,0,1.80001E+12,1,,106336,SA006,,61604,B,490,520,P0,0,,,
"MultiLineString ((1099768.63030058005824685 1766962.95428774994798005, 1099771.62910246010869741 1766962.99995808000676334))",SA002,38869,2723063000,35803045,54000,20120926,,1,25,3,,0,0,2.01209E+12,1,12월 25일,38869,SA006,,55160,B,490,520,P0,0,,,
"MultiLineString ((1099838.87672665994614363 1766926.53102827002294362, 1099841.87606863002292812 1766926.53973279008641839))",SA002,143964,2723063000,35803045,54000,19880725,,1,13,16,,0,0,1.80001E+12,1,,143964,SA006,,14592,B,490,520,P0,0,,,
"MultiLineString ((1099806.66938825999386609 1766932.83129561995156109, 1099803.15212335996329784 1766932.82876165001653135))",SA002,177119,2723063000,35803045,54000,19880707,,1,13,6,,0,0,1.80001E+12,1,,177119,SA006,,196533,B,490,520,P0,0,,,
"MultiLineString ((1100031.32555908989161253 1767051.07176490011624992, 1100031.43858646997250617 1767065.43843171000480652))",SA002,37937,2723063000,35803045,54000,19910401,,1,13,20,,0,0,1.80001E+12,1,,37937,SA006,,21506,B,480,520,P0,0,,,
"MultiLineString ((1100014.23333660000935197 1767063.03322409000247717, 1100011.05946869007311761 1767062.99988493998534977))",SA002,143066,2723063000,35803045,54000,19921224,,1,13,8,,0,0,1.80001E+12,1,,143066,SA006,,143392,B,480,520,P0,0,,,
"MultiLineString ((1099869.94444639002904296 1766926.65025867009535432, 1099866.9461321800481528 1766926.63859405997209251))",SA002,4767,2723063000,35803045,54000,19940607,,1,13,8,,0,0,1.80001E+12,1,,4767,SA006,,116534,B,490,520,P0,0,,,
"MultiLineString ((1099967.49354140996001661 1767055.2878218200057745, 1099971.40478561003692448 1767055.29140817001461983))",SA002,106504,2723063000,35803045,54000,20070607,,1,25,3,,0,0,2.00705E+12,1,07월 25일,106504,SA006,,14776,B,480,520,P0,0,,,
"MultiLineString ((1099792.34619865007698536 1766943.19429532997310162, 1099792.37977121002040803 1766940.1953355900477618))",SA002,4776,2723063000,35803045,54000,19940121,,1,13,18,,0,0,1.80001E+12,1,,4776,SA006,,116538,B,490,520,P0,0,,,
"MultiLineString ((1099869.94153903005644679 1766927.03716078004799783, 1099872.93996393005363643 1766927.10379638010635972))",SA002,246326,2723063000,35803045,54000,19940607,,1,13,8,,0,0,1.80001E+12,1,,246326,SA006,,116535,B,490,520,P0,0,,,
"MultiLineString ((1099809.34367760992608964 1766959.57032079994678497, 1099812.3417896400205791 1766959.66095535992644727))",SA002,38866,2723063000,35803045,54000,19971021,,1,13,10,,0,0,1.9971E+12,1,,38866,SA006,,203038,B,490,520,P0,0,,,
"MultiLineString ((1099816.33269413001835346 1766935.46302561997435987, 1099816.24702774989418685 1766938.46121398010291159))",SA002,38867,2723063000,35803045,54000,19900519,,1,13,8,,0,0,1.80001E+12,1,,38867,SA006,,176725,B,490,520,P0,0,,,
"MultiLineString ((1099967.49008486000820994 1767067.66139349993318319, 1099980.54469535010866821 1767067.67123455996625125))",SA002,3847,2723063000,35803045,54000,19960429,,1,13,12,,0,0,1.80001E+12,1,,3847,SA006,,88301,B,480,520,P0,0,,,
"MultiLineString ((1099769.06501555000431836 1766934.41315625002607703, 1099766.06621369998902082 1766934.36748621007427573))",SA002,143973,2723063000,35803045,54000,19931126,,1,13,4,,0,0,1.80001E+12,1,,143973,SA006,,47847,B,490,520,P0,0,,,
"MultiLineString ((1099964.34452187991701066 1767068.27506599994376302, 1099959.79889537999406457 1767068.1738684200681746))",SA002,106511,2723063000,35803045,54000,20170222,,1,25,4,,0,0,2.01702E+12,1,25-17,106511,SA006,,55338,B,480,520,P0,0,,,
"MultiLineString ((1099827.23909865994937718 1766966.88360384991392493, 1099829.65720165008679032 1766966.85146567993797362, 1099829.70281630009412766 1766963.85263427998870611))",SA002,107402,2723063000,35803045,54000,19901117,,1,13,8,,0,0,1.80001E+12,1,,107402,SA006,,110192,B,490,520,P0,0,,,
"MultiLineString ((1099827.45015951991081238 1766935.63136116997338831, 1099827.42490238999016583 1766937.28945674002170563, 1099825.91492866002954543 1766937.42498036008328199))",SA002,107404,2723063000,35803045,54000,20160323,,1,13,2,,0,0,2.01603E+12,1,13-16,107404,SA006,,196526,B,490,520,P0,0,,,
"MultiLineString ((1099764.95770337991416454 1766953.3596176200080663, 1099764.9388164400588721 1766956.92531165992841125))",SA002,143972,2723063000,35803045,54000,19931126,,1,13,6,,0,0,1.80001E+12,1,,143972,SA006,,1638,B,490,520,P0,0,,,
"MultiLineString ((1099768.58427182002924383 1766965.97826665989123285, 1099768.57663118001073599 1766968.13287178007885814))",SA002,419554,2723063000,35803045,54000,20091020,,1,13,2,,0,0,2.0091E+12,1,09월 13일,419554,SA006,,311645,B,490,520,P0,0,,,
"MultiLineString ((1100013.90067900996655226 1766988.51131437998265028, 1099999.25969591992907226 1766988.28630346991121769, 1099999.2699925301130861 1766991.28593872999772429))",SA002,212270,2723063000,35803045,54000,19890830,,1,13,18,,0,0,1.80001E+12,1,,212270,SA006,,183350,B,490,520,P0,0,,,
"MultiLineString ((1100014.30114258010871708 1766942.06462851003743708, 1100007.44298005010932684 1766941.9601619599852711))",SA002,143892,2723063000,35803045,54000,20170112,,1,25,7,,0,0,2.01701E+12,1,25-17,143892,SA006,,123118,B,490,520,P0,0,,,
"MultiLineString ((1099826.97532912995666265 1766989.45163157000206411, 1099827.36500252992846072 1766992.42500024009495974))",SA002,246322,2723063000,35803045,54000,19960724,,1,13,3,,0,0,1.80001E+12,1,,246322,SA006,,176715,B,490,520,P0,0,,,
"MultiLineString ((1099966.91333387000486255 1766979.03522265003994107, 1099969.91210965998470783 1766979.08089273003861308))",SA002,4709,2723063000,35803045,54000,19930620,,1,13,8,,0,0,1.80001E+12,1,,4709,SA006,,1649,B,490,520,P0,0,,,
"MultiLineString ((1100016.62063706992194057 1766973.38440166995860636, 1100028.19845090992748737 1766973.33824379998259246))",SA002,178134,2723063000,35803045,54000,20150423,,1,20,12,,0,0,2.01504E+12,1,20-15,178134,SA006,,74938,B,490,520,P0,0,,,
"MultiLineString ((1100017.16136167990043759 1766941.10333884996362031, 1100020.16066776006482542 1766941.1090109299402684))",SA002,178137,2723063000,35803045,54000,20010801,,1,20,3,,0,0,2.00107E+12,1,,178137,SA006,,88124,B,490,520,P0,0,,,
"MultiLineString ((1099809.31055903993546963 1766978.69704360002651811, 1099812.30943254008889198 1766978.74173257988877594))",SA002,38864,2723063000,35803045,54000,19940316,,1,25,3,,0,0,2.0161E+12,1,25-16,38864,SA006,,183331,B,490,520,P0,0,,,
"MultiLineString ((1100017.40434911008924246 1766926.58961089001968503, 1100020.40312497992999852 1766926.63530850992538035))",SA002,38804,2723063000,35803045,54000,20110823,,1,20,4,,0,0,2.01108E+12,1,11월 20일,38804,SA006,,143189,B,490,520,P0,0,,,
"MultiLineString ((1099767.26013337005861104 1766988.19011764996685088, 1099767.21443471009843051 1766991.1889190599322319))",SA002,143971,2723063000,35803045,54000,19931126,,1,13,6,,0,0,1.80001E+12,1,,143971,SA006,,94790,B,490,520,P0,0,,,
"MultiLineString ((1099967.22354673990048468 1766940.61820803000591695, 1099970.22232211008667946 1766940.66390579007565975))",SA002,73248,2723063000,35803045,54000,20070702,,1,25,4,,0,0,2.00706E+12,1,07월 25일,73248,SA006,,163766,B,490,520,P0,0,,,
"MultiLineString ((1100014.18207277008332312 1766955.72438804991543293, 1100011.18336817994713783 1766955.67770862998440862))",SA002,212269,2723063000,35803045,54000,19880901,,1,13,12,,0,0,1.80001E+12,1,,212269,SA006,,55179,B,490,520,P0,0,,,
